fixture_date,season,division,home_team,away_team,home_score,away_score,URLs,fixtureID
2019-10-28,19,1,N.A.R.C A,Castle Club A,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129217.html,NA
2019-10-28,19,1,St. Matthias C,St. Matthias A,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129216.html,NA
2019-10-21,19,1,Castle Club C,Castle Club A,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129213.html,NA
2019-10-21,19,1,N.A.R.C A,St. Matthias C,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129215.html,NA
2019-10-21,19,1,St. Matthias A,St. Matthias B,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129214.html,NA
2019-10-14,19,1,Castle Club A,Castle Club G,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129211.html,NA
2019-10-14,19,1,N.A.R.C A,St. Matthias A,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129210.html,NA
2019-10-14,19,1,St. Matthias C,Castle Club C,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129212.html,NA
2019-10-07,19,1,Castle Club C,N.A.R.C A,1,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129208.html,NA
2019-10-07,19,1,Castle Club G,St. Matthias C,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129209.html,NA
2019-10-07,19,1,St. Matthias B,Castle Club A,0,6,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129207.html,NA
2019-09-30,19,1,Castle Club C,St. Matthias A,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129204.html,NA
2019-09-30,19,1,N.A.R.C A,Castle Club G,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129206.html,NA
2019-09-30,19,1,St. Matthias C,St. Matthias B,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129205.html,NA
2019-09-23,19,1,Castle Club G,Castle Club C,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129202.html,NA
2019-09-23,19,1,St. Matthias A,Castle Club A,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129201.html,NA
2019-09-23,19,1,St. Matthias B,N.A.R.C A,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129203.html,NA
2019-09-16,19,1,Castle Club C,St. Matthias B,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129200.html,NA
2019-09-16,19,1,Castle Club G,St. Matthias A,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129198.html,NA
2019-09-16,19,1,St. Matthias C,Castle Club A,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129199.html,NA
2019-09-09,19,1,Castle Club A,N.A.R.C A,6,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129196.html,NA
2019-09-09,19,1,St. Matthias A,St. Matthias C,1,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129195.html,NA
2019-09-09,19,1,St. Matthias B,Castle Club G,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129197.html,NA
2020-03-09,19,2,Hove D.S. Anglers A,Champion House A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129348.html,NA
2020-03-09,19,2,Southwick Sports A,Annunciation B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129350.html,NA
2020-03-09,19,2,St. Matthias D,St. Matthias E,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129349.html,NA
2020-03-02,19,2,Annunciation B,St. Matthias D,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129346.html,NA
2020-03-02,19,2,Hove D.S. Anglers A,Southwick Sports A,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129345.html,NA
2020-03-02,19,2,St. Matthias E,Castle Club D,0,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129347.html,NA
2020-02-24,19,2,Castle Club D,Annunciation B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129344.html,NA
2020-02-24,19,2,Southwick Sports A,Champion House A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129342.html,NA
2020-02-24,19,2,St. Matthias D,Hove D.S. Anglers A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129343.html,NA
2020-02-17,19,2,Castle Club D,Hove D.S. Anglers A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129339.html,NA
2020-02-17,19,2,Champion House A,St. Matthias E,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129340.html,NA
2020-02-17,19,2,St. Matthias D,Southwick Sports A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129341.html,NA
2020-02-10,19,2,Annunciation B,St. Matthias E,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129337.html,NA
2020-02-10,19,2,Southwick Sports A,Castle Club D,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129338.html,NA
2020-02-10,19,2,St. Matthias D,Champion House A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129336.html,NA
2020-02-03,19,2,Castle Club D,St. Matthias D,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129335.html,NA
2020-02-03,19,2,Champion House A,Annunciation B,0,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129334.html,NA
2020-02-03,19,2,St. Matthias E,Hove D.S. Anglers A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129333.html,NA
2020-01-27,19,2,Castle Club D,Champion House A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129330.html,NA
2020-01-27,19,2,Hove D.S. Anglers A,Annunciation B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129331.html,NA
2020-01-27,19,2,Southwick Sports A,St. Matthias E,0,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129332.html,NA
2020-01-20,19,2,Annunciation B,Southwick Sports A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129329.html,NA
2020-01-20,19,2,Champion House A,Hove D.S. Anglers A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129327.html,NA
2020-01-20,19,2,St. Matthias E,St. Matthias D,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129328.html,NA
2020-01-13,19,2,Castle Club D,St. Matthias E,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129326.html,NA
2020-01-13,19,2,Southwick Sports A,Hove D.S. Anglers A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129324.html,NA
2020-01-13,19,2,St. Matthias D,Annunciation B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129325.html,NA
2020-01-06,19,2,Annunciation B,Castle Club D,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129323.html,NA
2020-01-06,19,2,Champion House A,Southwick Sports A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129321.html,NA
2020-01-06,19,2,Hove D.S. Anglers A,St. Matthias D,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129322.html,NA
2019-12-18,19,2,St. Matthias E,Champion House A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129319.html,NA
2019-12-16,19,2,Hove D.S. Anglers A,Castle Club D,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129318.html,NA
2019-12-16,19,2,Southwick Sports A,St. Matthias D,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129320.html,NA
2019-12-09,19,2,Castle Club D,Southwick Sports A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129317.html,NA
2019-12-09,19,2,Champion House A,St. Matthias D,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129315.html,NA
2019-12-09,19,2,St. Matthias E,Annunciation B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129316.html,NA
2019-11-25,19,2,Annunciation B,Champion House A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129313.html,NA
2019-11-25,19,2,Hove D.S. Anglers A,St. Matthias E,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129312.html,NA
2019-11-25,19,2,St. Matthias D,Castle Club D,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129314.html,NA
2019-11-18,19,2,Annunciation B,Hove D.S. Anglers A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129310.html,NA
2019-11-18,19,2,Champion House A,Castle Club D,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129309.html,NA
2019-11-18,19,2,St. Matthias E,Southwick Sports A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129311.html,NA
2019-11-11,19,2,Hove D.S. Anglers A,Champion House A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129306.html,NA
2019-11-11,19,2,Southwick Sports A,Annunciation B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129308.html,NA
2019-11-11,19,2,St. Matthias D,St. Matthias E,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129307.html,NA
2019-11-04,19,2,Annunciation B,St. Matthias D,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129304.html,NA
2019-11-04,19,2,Hove D.S. Anglers A,Southwick Sports A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129303.html,NA
2019-11-04,19,2,St. Matthias E,Castle Club D,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129305.html,NA
2019-10-28,19,2,Castle Club D,Annunciation B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129302.html,NA
2019-10-28,19,2,Southwick Sports A,Champion House A,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129300.html,NA
2019-10-28,19,2,St. Matthias D,Hove D.S. Anglers A,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129301.html,NA
2019-10-21,19,2,Castle Club D,Hove D.S. Anglers A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129297.html,NA
2019-10-21,19,2,Champion House A,St. Matthias E,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129298.html,NA
2019-10-21,19,2,St. Matthias D,Southwick Sports A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129299.html,NA
2019-10-14,19,2,Annunciation B,St. Matthias E,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129295.html,NA
2019-10-14,19,2,Southwick Sports A,Castle Club D,0,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129296.html,NA
2019-10-14,19,2,St. Matthias D,Champion House A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129294.html,NA
2019-10-07,19,2,Castle Club D,St. Matthias D,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129293.html,NA
2019-10-07,19,2,Champion House A,Annunciation B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129292.html,NA
2019-10-07,19,2,St. Matthias E,Hove D.S. Anglers A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129291.html,NA
2019-09-30,19,2,Castle Club D,Champion House A,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129288.html,NA
2019-09-30,19,2,Hove D.S. Anglers A,Annunciation B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129289.html,NA
2019-09-30,19,2,Southwick Sports A,St. Matthias E,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129290.html,NA
2019-09-23,19,2,Annunciation B,Southwick Sports A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129287.html,NA
2019-09-23,19,2,Champion House A,Hove D.S. Anglers A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129285.html,NA
2019-09-23,19,2,St. Matthias E,St. Matthias D,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129286.html,NA
2019-09-16,19,2,Castle Club D,St. Matthias E,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129284.html,NA
2019-09-16,19,2,Southwick Sports A,Hove D.S. Anglers A,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129282.html,NA
2019-09-16,19,2,St. Matthias D,Annunciation B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129283.html,NA
2019-09-09,19,2,Annunciation B,Castle Club D,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129281.html,NA
2019-09-09,19,2,Champion House A,Southwick Sports A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129279.html,NA
2019-09-09,19,2,Hove D.S. Anglers A,St. Matthias D,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129280.html,NA
2020-03-09,19,3,Annunciation C,Moulsecoomb Club A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129675.html,NA
2020-03-09,19,3,Castle Club F,Preston Club,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129674.html,NA
2020-03-09,19,3,Portslade Sports B,Portslade Sports A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129676.html,NA
2020-03-02,19,3,Castle Club F,Champion House B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129672.html,NA
2020-03-02,19,3,Portslade Sports A,Annunciation C,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129673.html,NA
2020-03-02,19,3,Preston Club,Moulsecoomb Club A,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129671.html,NA
2020-02-24,19,3,Champion House B,Preston Club,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129668.html,NA
2020-02-24,19,3,Moulsecoomb Club A,Portslade Sports A,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129670.html,NA
2020-02-24,19,3,Portslade Sports B,Castle Club F,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129669.html,NA
2020-02-17,19,3,Annunciation C,Castle Club F,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129665.html,NA
2020-02-17,19,3,Portslade Sports B,Champion House B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129667.html,NA
2020-02-17,19,3,Preston Club,Portslade Sports A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129666.html,NA
2020-02-10,19,3,Castle Club F,Moulsecoomb Club A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129663.html,NA
2020-02-10,19,3,Champion House B,Annunciation C,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129664.html,NA
2020-02-10,19,3,Portslade Sports B,Preston Club,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129662.html,NA
2020-02-03,19,3,Annunciation C,Portslade Sports B,0,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129660.html,NA
2020-02-03,19,3,Moulsecoomb Club A,Champion House B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129661.html,NA
2020-02-03,19,3,Portslade Sports A,Castle Club F,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129659.html,NA
2020-01-27,19,3,Annunciation C,Preston Club,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129656.html,NA
2020-01-27,19,3,Champion House B,Portslade Sports A,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129657.html,NA
2020-01-27,19,3,Portslade Sports B,Moulsecoomb Club A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129658.html,NA
2020-01-20,19,3,Moulsecoomb Club A,Annunciation C,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129654.html,NA
2020-01-20,19,3,Portslade Sports A,Portslade Sports B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129655.html,NA
2020-01-20,19,3,Preston Club,Castle Club F,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129653.html,NA
2020-01-13,19,3,Annunciation C,Portslade Sports A,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129652.html,NA
2020-01-13,19,3,Champion House B,Castle Club F,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129651.html,NA
2020-01-13,19,3,Moulsecoomb Club A,Preston Club,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129650.html,NA
2020-01-06,19,3,Castle Club F,Portslade Sports B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129648.html,NA
2020-01-06,19,3,Portslade Sports A,Moulsecoomb Club A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129649.html,NA
2020-01-06,19,3,Preston Club,Champion House B,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129647.html,NA
2019-12-16,19,3,Castle Club F,Annunciation C,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129644.html,NA
2019-12-16,19,3,Champion House B,Portslade Sports B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129646.html,NA
2019-12-16,19,3,Portslade Sports A,Preston Club,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129645.html,NA
2019-12-09,19,3,Annunciation C,Champion House B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129643.html,NA
2019-12-09,19,3,Moulsecoomb Club A,Castle Club F,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129642.html,NA
2019-12-09,19,3,Preston Club,Portslade Sports B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129641.html,NA
2019-11-25,19,3,Castle Club F,Portslade Sports A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129638.html,NA
2019-11-25,19,3,Champion House B,Moulsecoomb Club A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129640.html,NA
2019-11-25,19,3,Portslade Sports B,Annunciation C,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129639.html,NA
2019-11-18,19,3,Moulsecoomb Club A,Portslade Sports B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129637.html,NA
2019-11-18,19,3,Portslade Sports A,Champion House B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129636.html,NA
2019-11-18,19,3,Preston Club,Annunciation C,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129635.html,NA
2019-11-11,19,3,Annunciation C,Moulsecoomb Club A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129633.html,NA
2019-11-11,19,3,Castle Club F,Preston Club,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129632.html,NA
2019-11-11,19,3,Portslade Sports B,Portslade Sports A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129634.html,NA
2019-11-04,19,3,Castle Club F,Champion House B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129630.html,NA
2019-11-04,19,3,Portslade Sports A,Annunciation C,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129631.html,NA
2019-11-04,19,3,Preston Club,Moulsecoomb Club A,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129629.html,NA
2019-10-28,19,3,Champion House B,Preston Club,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129626.html,NA
2019-10-28,19,3,Moulsecoomb Club A,Portslade Sports A,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129628.html,NA
2019-10-28,19,3,Portslade Sports B,Castle Club F,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129627.html,NA
2019-10-21,19,3,Annunciation C,Castle Club F,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129623.html,NA
2019-10-21,19,3,Portslade Sports B,Champion House B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129625.html,NA
2019-10-21,19,3,Preston Club,Portslade Sports A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129624.html,NA
2019-10-14,19,3,Castle Club F,Moulsecoomb Club A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129621.html,NA
2019-10-14,19,3,Champion House B,Annunciation C,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129622.html,NA
2019-10-14,19,3,Portslade Sports B,Preston Club,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129620.html,NA
2019-10-07,19,3,Annunciation C,Portslade Sports B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129618.html,NA
2019-10-07,19,3,Moulsecoomb Club A,Champion House B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129619.html,NA
2019-10-07,19,3,Portslade Sports A,Castle Club F,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129617.html,NA
2019-09-30,19,3,Annunciation C,Preston Club,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129614.html,NA
2019-09-30,19,3,Champion House B,Portslade Sports A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129615.html,NA
2019-09-30,19,3,Portslade Sports B,Moulsecoomb Club A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129616.html,NA
2019-09-23,19,3,Moulsecoomb Club A,Annunciation C,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129612.html,NA
2019-09-23,19,3,Portslade Sports A,Portslade Sports B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129613.html,NA
2019-09-23,19,3,Preston Club,Castle Club F,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129611.html,NA
2019-09-16,19,3,Annunciation C,Portslade Sports A,0,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129610.html,NA
2019-09-16,19,3,Champion House B,Castle Club F,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129609.html,NA
2019-09-16,19,3,Moulsecoomb Club A,Preston Club,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129608.html,NA
2019-09-09,19,3,Castle Club F,Portslade Sports B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129606.html,NA
2019-09-09,19,3,Portslade Sports A,Moulsecoomb Club A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129607.html,NA
2019-09-09,19,3,Preston Club,Champion House B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129605.html,NA
2020-03-09,19,4,Annunciation A,Hove D.S. Anglers B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129788.html,NA
2020-03-09,19,4,Moulsecoomb Club B,Southwick Sports B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129787.html,NA
2020-03-09,19,4,Portslade Legion,Southwick Sports C,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129790.html,NA
2020-03-02,19,4,Moulsecoomb Club B,Portslade Legion,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129784.html,NA
2020-03-02,19,4,N.A.R.C B,Annunciation A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129786.html,NA
2020-03-02,19,4,Southwick Sports B,Hove D.S. Anglers B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129783.html,NA
2020-03-02,19,4,Southwick Sports C,N.A.R.C C,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129785.html,NA
2020-02-24,19,4,Annunciation A,Southwick Sports C,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129781.html,NA
2020-02-24,19,4,Hove D.S. Anglers B,N.A.R.C B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129782.html,NA
2020-02-24,19,4,N.A.R.C C,Moulsecoomb Club B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129780.html,NA
2020-02-24,19,4,Portslade Legion,Southwick Sports B,0,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129779.html,NA
2020-02-17,19,4,Annunciation A,Moulsecoomb Club B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129775.html,NA
2020-02-17,19,4,Hove D.S. Anglers B,Southwick Sports C,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129776.html,NA
2020-02-17,19,4,N.A.R.C C,Portslade Legion,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129778.html,NA
2020-02-17,19,4,Southwick Sports B,N.A.R.C B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129777.html,NA
2020-02-10,19,4,Moulsecoomb Club B,Hove D.S. Anglers B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129773.html,NA
2020-02-10,19,4,N.A.R.C C,Southwick Sports B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129771.html,NA
2020-02-10,19,4,Portslade Legion,Annunciation A,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129774.html,NA
2020-02-10,19,4,Southwick Sports C,N.A.R.C B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129772.html,NA
2020-02-03,19,4,Annunciation A,N.A.R.C C,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129769.html,NA
2020-02-03,19,4,Hove D.S. Anglers B,Portslade Legion,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129770.html,NA
2020-02-03,19,4,N.A.R.C B,Moulsecoomb Club B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129767.html,NA
2020-02-03,19,4,Southwick Sports B,Southwick Sports C,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129768.html,NA
2020-01-27,19,4,Annunciation A,Southwick Sports B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129763.html,NA
2020-01-27,19,4,Moulsecoomb Club B,Southwick Sports C,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129764.html,NA
2020-01-27,19,4,N.A.R.C C,Hove D.S. Anglers B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129766.html,NA
2020-01-27,19,4,Portslade Legion,N.A.R.C B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129765.html,NA
2020-01-20,19,4,Hove D.S. Anglers B,Annunciation A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129760.html,NA
2020-01-20,19,4,N.A.R.C B,N.A.R.C C,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129761.html,NA
2020-01-20,19,4,Southwick Sports B,Moulsecoomb Club B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/27129759.html,NA
