fixture_date,season,division,home_team,away_team,home_score,away_score,URLs,fixtureID
2016-02-29,15,5,Castle Club J,Preston Club,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798871.html,NA
2016-02-29,15,5,Goldstone Ex Serv. B,N.A.R.C B,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798870.html,NA
2016-02-29,15,5,Southwick Sports B,Moulsecoomb Club B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798872.html,NA
2016-02-22,15,5,Moulsecoomb Club B,Goldstone Ex Serv. B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798868.html,NA
2016-02-22,15,5,N.A.R.C B,Castle Club J,0,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798867.html,NA
2016-02-22,15,5,Preston Club,Southwick Sports B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798869.html,NA
2016-02-15,15,5,Goldstone Ex Serv. B,Preston Club,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798866.html,NA
2016-02-15,15,5,Moulsecoomb Club B,N.A.R.C B,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798864.html,NA
2016-02-15,15,5,Southwick Sports B,Castle Club J,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798865.html,NA
2016-02-08,15,5,Castle Club J,Goldstone Ex Serv. B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798862.html,NA
2016-02-08,15,5,N.A.R.C B,Southwick Sports B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798863.html,NA
2016-02-08,15,5,Preston Club,Moulsecoomb Club B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798861.html,NA
2016-02-01,15,5,Castle Club J,Moulsecoomb Club B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798859.html,NA
2016-02-01,15,5,Preston Club,N.A.R.C B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798858.html,NA
2016-02-01,15,5,Southwick Sports B,Goldstone Ex Serv. B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798860.html,NA
2016-01-25,15,5,Moulsecoomb Club B,Southwick Sports B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798857.html,NA
2016-01-25,15,5,N.A.R.C B,Goldstone Ex Serv. B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798856.html,NA
2016-01-25,15,5,Preston Club,Castle Club J,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798855.html,NA
2016-01-18,15,5,Castle Club J,N.A.R.C B,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798852.html,NA
2016-01-18,15,5,Goldstone Ex Serv. B,Moulsecoomb Club B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798854.html,NA
2016-01-18,15,5,Southwick Sports B,Preston Club,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798853.html,NA
2016-01-11,15,5,Castle Club J,Southwick Sports B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798851.html,NA
2016-01-11,15,5,N.A.R.C B,Moulsecoomb Club B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798849.html,NA
2016-01-11,15,5,Preston Club,Goldstone Ex Serv. B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798850.html,NA
2016-01-04,15,5,Goldstone Ex Serv. B,Castle Club J,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798847.html,NA
2016-01-04,15,5,Moulsecoomb Club B,Preston Club,0,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798848.html,NA
2016-01-04,15,5,Southwick Sports B,N.A.R.C B,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798846.html,NA
2015-12-21,15,5,Goldstone Ex Serv. B,Southwick Sports B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798845.html,NA
2015-12-21,15,5,Moulsecoomb Club B,Castle Club J,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798843.html,NA
2015-12-21,15,5,N.A.R.C B,Preston Club,0,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798844.html,NA
2015-12-14,15,5,Castle Club J,Preston Club,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798841.html,NA
2015-12-14,15,5,Goldstone Ex Serv. B,N.A.R.C B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798840.html,NA
2015-12-14,15,5,Southwick Sports B,Moulsecoomb Club B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798842.html,NA
2015-12-07,15,5,Moulsecoomb Club B,Goldstone Ex Serv. B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798838.html,NA
2015-12-07,15,5,N.A.R.C B,Castle Club J,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798837.html,NA
2015-12-07,15,5,Preston Club,Southwick Sports B,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798839.html,NA
2015-11-30,15,5,Goldstone Ex Serv. B,Preston Club,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798836.html,NA
2015-11-30,15,5,Moulsecoomb Club B,N.A.R.C B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798834.html,NA
2015-11-30,15,5,Southwick Sports B,Castle Club J,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798835.html,NA
2015-11-23,15,5,Castle Club J,Goldstone Ex Serv. B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798832.html,NA
2015-11-23,15,5,N.A.R.C B,Southwick Sports B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798833.html,NA
2015-11-23,15,5,Preston Club,Moulsecoomb Club B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798831.html,NA
2015-11-16,15,5,Castle Club J,Moulsecoomb Club B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798829.html,NA
2015-11-16,15,5,Preston Club,N.A.R.C B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798828.html,NA
2015-11-16,15,5,Southwick Sports B,Goldstone Ex Serv. B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798830.html,NA
2015-11-09,15,5,Moulsecoomb Club B,Southwick Sports B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798827.html,NA
2015-11-09,15,5,N.A.R.C B,Goldstone Ex Serv. B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798826.html,NA
2015-11-09,15,5,Preston Club,Castle Club J,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798825.html,NA
2015-11-02,15,5,Castle Club J,N.A.R.C B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798822.html,NA
2015-11-02,15,5,Goldstone Ex Serv. B,Moulsecoomb Club B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798824.html,NA
2015-11-02,15,5,Southwick Sports B,Preston Club,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798823.html,NA
2015-10-26,15,5,Castle Club J,Southwick Sports B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798821.html,NA
2015-10-26,15,5,N.A.R.C B,Moulsecoomb Club B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798819.html,NA
2015-10-26,15,5,Preston Club,Goldstone Ex Serv. B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798820.html,NA
2015-10-19,15,5,Goldstone Ex Serv. B,Castle Club J,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798817.html,NA
2015-10-19,15,5,Moulsecoomb Club B,Preston Club,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798818.html,NA
2015-10-19,15,5,Southwick Sports B,N.A.R.C B,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798816.html,NA
2015-10-12,15,5,Goldstone Ex Serv. B,Southwick Sports B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798815.html,NA
2015-10-12,15,5,Moulsecoomb Club B,Castle Club J,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798813.html,NA
2015-10-12,15,5,N.A.R.C B,Preston Club,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798814.html,NA
2015-10-05,15,5,Castle Club J,Preston Club,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798811.html,NA
2015-10-05,15,5,Goldstone Ex Serv. B,N.A.R.C B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798810.html,NA
2015-10-05,15,5,Southwick Sports B,Moulsecoomb Club B,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18798812.html,NA
2015-09-28,15,5,Moulsecoomb Club B,Goldstone Ex Serv. B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18569137.html,NA
2015-09-28,15,5,N.A.R.C B,Castle Club J,0,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18569136.html,NA
2015-09-28,15,5,Preston Club,Southwick Sports B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18569138.html,NA
2015-09-21,15,5,Goldstone Ex Serv. B,Preston Club,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18569135.html,NA
2015-09-21,15,5,Moulsecoomb Club B,N.A.R.C B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18569133.html,NA
2015-09-21,15,5,Southwick Sports B,Castle Club J,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18569134.html,NA
2015-09-14,15,5,Castle Club J,Goldstone Ex Serv. B,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18569131.html,NA
2015-09-14,15,5,N.A.R.C B,Southwick Sports B,2,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18569132.html,NA
2015-09-14,15,5,Preston Club,Moulsecoomb Club B,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/18569130.html,NA
2017-04-03,16,1,N.A.R.C A,St. Matthias C,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349740.html,NA
2017-04-03,16,1,St. Matthias A,Castle Club E,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349741.html,NA
2017-04-03,16,1,St. Matthias B,Castle Club A,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349742.html,NA
2017-03-27,16,1,Castle Club A,Castle Club H,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349739.html,NA
2017-03-27,16,1,Castle Club E,Castle Club C,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349737.html,NA
2017-03-27,16,1,St. Matthias B,St. Matthias A,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349738.html,NA
2017-03-20,16,1,Castle Club C,St. Matthias B,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349734.html,NA
2017-03-20,16,1,Castle Club H,St. Matthias C,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349732.html,NA
2017-03-20,16,1,N.A.R.C A,Castle Club E,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349735.html,NA
2017-03-20,16,1,St. Matthias A,Castle Club A,1,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349733.html,NA
2017-03-13,16,1,Castle Club A,St. Matthias C,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349728.html,NA
2017-03-13,16,1,St. Matthias A,Castle Club C,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349729.html,NA
2017-03-13,16,1,St. Matthias B,N.A.R.C A,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349730.html,NA
2017-03-06,16,1,Castle Club C,Castle Club A,0,6,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349726.html,NA
2017-03-06,16,1,Castle Club H,Castle Club E,6,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349725.html,NA
2017-03-06,16,1,N.A.R.C A,St. Matthias A,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349727.html,NA
2017-02-27,16,1,Castle Club C,N.A.R.C A,0,6,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349723.html,NA
2017-02-27,16,1,Castle Club E,St. Matthias C,0,6,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349722.html,NA
2017-02-27,16,1,St. Matthias B,Castle Club H,6,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349721.html,NA
2017-02-20,16,1,Castle Club H,St. Matthias A,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349717.html,NA
2017-02-20,16,1,N.A.R.C A,Castle Club A,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349719.html,NA
2017-02-20,16,1,St. Matthias C,St. Matthias B,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349718.html,NA
2017-02-13,16,1,Castle Club A,Castle Club E,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349712.html,NA
2017-02-13,16,1,Castle Club C,Castle Club H,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349714.html,NA
2017-02-13,16,1,St. Matthias A,St. Matthias C,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349713.html,NA
2017-02-06,16,1,Castle Club E,St. Matthias B,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349711.html,NA
2017-02-06,16,1,Castle Club H,N.A.R.C A,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349709.html,NA
2017-02-06,16,1,St. Matthias C,Castle Club C,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349710.html,NA
2017-01-30,16,1,Castle Club A,St. Matthias B,6,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349706.html,NA
2017-01-30,16,1,Castle Club E,St. Matthias A,0,6,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349705.html,NA
2017-01-30,16,1,St. Matthias C,N.A.R.C A,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349704.html,NA
2017-01-23,16,1,Castle Club C,Castle Club E,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349701.html,NA
2017-01-23,16,1,Castle Club H,Castle Club A,1,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349703.html,NA
2017-01-23,16,1,St. Matthias A,St. Matthias B,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349702.html,NA
2017-01-16,16,1,Castle Club A,St. Matthias A,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349697.html,NA
2017-01-16,16,1,Castle Club E,N.A.R.C A,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349699.html,NA
2017-01-16,16,1,St. Matthias B,Castle Club C,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349698.html,NA
2017-01-16,16,1,St. Matthias C,Castle Club H,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349696.html,NA
2017-01-09,16,1,Castle Club C,St. Matthias A,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349693.html,NA
2017-01-09,16,1,N.A.R.C A,St. Matthias B,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349694.html,NA
2017-01-09,16,1,St. Matthias C,Castle Club A,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349692.html,NA
2016-12-19,16,1,Castle Club A,Castle Club C,6,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349690.html,NA
2016-12-19,16,1,Castle Club E,Castle Club H,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349689.html,NA
2016-12-19,16,1,St. Matthias A,N.A.R.C A,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349691.html,NA
2016-12-12,16,1,Castle Club H,St. Matthias B,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349685.html,NA
2016-12-12,16,1,N.A.R.C A,Castle Club C,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349687.html,NA
2016-12-12,16,1,St. Matthias C,Castle Club E,6,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349686.html,NA
2016-11-28,16,1,Castle Club A,N.A.R.C A,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349683.html,NA
2016-11-28,16,1,St. Matthias A,Castle Club H,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349681.html,NA
2016-11-28,16,1,St. Matthias B,St. Matthias C,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349682.html,NA
2016-11-21,16,1,Castle Club E,Castle Club A,1,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349676.html,NA
2016-11-21,16,1,Castle Club H,Castle Club C,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349678.html,NA
2016-11-21,16,1,St. Matthias C,St. Matthias A,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349677.html,NA
2016-11-14,16,1,Castle Club C,St. Matthias C,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349674.html,NA
2016-11-14,16,1,N.A.R.C A,Castle Club H,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349673.html,NA
2016-11-14,16,1,St. Matthias B,Castle Club E,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349675.html,NA
2016-11-07,16,1,N.A.R.C A,St. Matthias C,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349668.html,NA
2016-11-07,16,1,St. Matthias A,Castle Club E,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349669.html,NA
2016-11-07,16,1,St. Matthias B,Castle Club A,1,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349670.html,NA
2016-10-31,16,1,Castle Club A,Castle Club H,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349667.html,NA
2016-10-31,16,1,Castle Club E,Castle Club C,1,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349665.html,NA
2016-10-31,16,1,St. Matthias B,St. Matthias A,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349666.html,NA
2016-10-24,16,1,Castle Club C,St. Matthias B,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349662.html,NA
2016-10-24,16,1,Castle Club H,St. Matthias C,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349660.html,NA
2016-10-24,16,1,N.A.R.C A,Castle Club E,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349663.html,NA
2016-10-24,16,1,St. Matthias A,Castle Club A,1,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349661.html,NA
2016-10-17,16,1,Castle Club A,St. Matthias C,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349656.html,NA
2016-10-17,16,1,St. Matthias A,Castle Club C,6,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349657.html,NA
2016-10-17,16,1,St. Matthias B,N.A.R.C A,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349658.html,NA
2016-10-10,16,1,Castle Club C,Castle Club A,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349654.html,NA
2016-10-10,16,1,Castle Club H,Castle Club E,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349653.html,NA
2016-10-10,16,1,N.A.R.C A,St. Matthias A,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349655.html,NA
2016-10-03,16,1,Castle Club C,N.A.R.C A,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349651.html,NA
2016-10-03,16,1,Castle Club E,St. Matthias C,0,6,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349650.html,NA
2016-10-03,16,1,St. Matthias B,Castle Club H,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349649.html,NA
2016-09-26,16,1,Castle Club H,St. Matthias A,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349645.html,NA
2016-09-26,16,1,N.A.R.C A,Castle Club A,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349647.html,NA
2016-09-26,16,1,St. Matthias C,St. Matthias B,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20349646.html,NA
2016-09-19,16,1,Castle Club A,Castle Club E,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20277213.html,NA
2016-09-19,16,1,Castle Club C,Castle Club H,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20277211.html,NA
2016-09-19,16,1,St. Matthias A,St. Matthias C,2,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20277212.html,NA
2016-09-12,16,1,Castle Club E,St. Matthias B,3,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20277119.html,NA
2016-09-12,16,1,Castle Club H,N.A.R.C A,4,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20277118.html,NA
2016-09-12,16,1,St. Matthias C,Castle Club C,5,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20277120.html,NA
2017-04-10,16,2,Annunciation B,Castle Club F,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348883.html,NA
2017-04-10,16,2,Castle Club D,St. Matthias D,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348885.html,NA
2017-04-10,16,2,Castle Club K,Champion House A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348884.html,NA
2017-04-10,16,2,Hove D.S. Anglers A,Goldstone Ex Serv. A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348882.html,NA
2017-04-03,16,2,Castle Club F,Hove D.S. Anglers A,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348880.html,NA
2017-04-03,16,2,Castle Club K,Annunciation B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348879.html,NA
2017-04-03,16,2,Champion House A,St. Matthias D,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348878.html,NA
2017-04-03,16,2,Goldstone Ex Serv. A,Castle Club D,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348881.html,NA
2017-03-27,16,2,Annunciation B,Champion House A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348875.html,NA
2017-03-27,16,2,Castle Club D,Castle Club F,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348877.html,NA
2017-03-27,16,2,Hove D.S. Anglers A,Castle Club K,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348874.html,NA
2017-03-27,16,2,St. Matthias D,Goldstone Ex Serv. A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348876.html,NA
2017-03-20,16,2,Annunciation B,Hove D.S. Anglers A,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348871.html,NA
2017-03-20,16,2,Castle Club F,St. Matthias D,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348873.html,NA
2017-03-20,16,2,Castle Club K,Castle Club D,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348872.html,NA
2017-03-20,16,2,Champion House A,Goldstone Ex Serv. A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348870.html,NA
2017-03-13,16,2,Castle Club D,Annunciation B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348869.html,NA
2017-03-13,16,2,Goldstone Ex Serv. A,Castle Club F,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348867.html,NA
2017-03-13,16,2,Hove D.S. Anglers A,Champion House A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348866.html,NA
2017-03-13,16,2,St. Matthias D,Castle Club K,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348868.html,NA
2017-03-06,16,2,Annunciation B,St. Matthias D,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348864.html,NA
2017-03-06,16,2,Castle Club K,Goldstone Ex Serv. A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348865.html,NA
2017-03-06,16,2,Champion House A,Castle Club F,5,0,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348862.html,NA
2017-03-06,16,2,Hove D.S. Anglers A,Castle Club D,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348863.html,NA
2017-02-27,16,2,Castle Club D,Champion House A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348858.html,NA
2017-02-27,16,2,Castle Club F,Castle Club K,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348861.html,NA
2017-02-27,16,2,Goldstone Ex Serv. A,Annunciation B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348860.html,NA
2017-02-27,16,2,St. Matthias D,Hove D.S. Anglers A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348859.html,NA
2017-02-20,16,2,Castle Club F,Annunciation B,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348855.html,NA
2017-02-20,16,2,Champion House A,Castle Club K,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348856.html,NA
2017-02-20,16,2,Goldstone Ex Serv. A,Hove D.S. Anglers A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348854.html,NA
2017-02-20,16,2,St. Matthias D,Castle Club D,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348857.html,NA
2017-02-13,16,2,Annunciation B,Castle Club K,2,3,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348851.html,NA
2017-02-13,16,2,Castle Club D,Goldstone Ex Serv. A,4,1,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348853.html,NA
2017-02-13,16,2,Hove D.S. Anglers A,Castle Club F,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348852.html,NA
2017-02-13,16,2,St. Matthias D,Champion House A,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348850.html,NA
2017-02-06,16,2,Castle Club F,Castle Club D,0,5,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348849.html,NA
2017-02-06,16,2,Castle Club K,Hove D.S. Anglers A,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348846.html,NA
2017-02-06,16,2,Champion House A,Annunciation B,1,4,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348847.html,NA
2017-02-06,16,2,Goldstone Ex Serv. A,St. Matthias D,3,2,http://brightonhovedistrictsnooker.leaguerepublic.com/l/match/20348848.html,NA
