Date dd/mm/yyyy,Time HH:MM,Division,Home Team,Away Team,Venue,Pitch,Home Score,Away Score,Season
07/01/2013,19:00,Division 6,Moulsecoomb Club C,Brighton Ex-Services Club,,,1,4,12
07/01/2013,19:00,Division 6,Portslade Sports Centre C,Shoreham Royal British Legion,,,2,3,12
07/01/2013,19:00,Division 6,Preston Club B,Castle Snooker Club K,,,1,4,12
07/01/2013,19:00,Division 6,Southwick Sports B,Portslade Sports Centre B,,,2,3,12
14/01/2013,19:00,Division 6,Brighton Ex-Services Club,Preston Club B,,,5,0,12
14/01/2013,19:00,Division 6,Castle Snooker Club K,Southwick Sports B,,,5,0,12
14/01/2013,19:00,Division 6,Portslade Sports Centre B,Portslade Sports Centre C,,,1,4,12
14/01/2013,19:00,Division 6,Shoreham Royal British Legion,Moulsecoomb Club C,,,3,2,12
21/01/2013,19:00,Division 6,Portslade Sports Centre B,Castle Snooker Club K,,,3,2,12
21/01/2013,19:00,Division 6,Portslade Sports Centre C,Moulsecoomb Club C,,,3,2,12
21/01/2013,19:00,Division 6,Preston Club B,Shoreham Royal British Legion,,,3,2,12
21/01/2013,19:00,Division 6,Southwick Sports B,Brighton Ex-Services Club,,,3,2,12
28/01/2013,19:00,Division 6,Brighton Ex-Services Club,Portslade Sports Centre B,,,2,3,12
28/01/2013,19:00,Division 6,Castle Snooker Club K,Portslade Sports Centre C,,,4,1,12
28/01/2013,19:00,Division 6,Moulsecoomb Club C,Preston Club B,,,3,2,12
28/01/2013,19:00,Division 6,Shoreham Royal British Legion,Southwick Sports B,,,2,3,12
04/02/2013,19:00,Division 6,Castle Snooker Club K,Brighton Ex-Services Club,,,3,2,12
04/02/2013,19:00,Division 6,Portslade Sports Centre B,Shoreham Royal British Legion,,,4,1,12
04/02/2013,19:00,Division 6,Portslade Sports Centre C,Preston Club B,,,4,1,12
04/02/2013,19:00,Division 6,Southwick Sports B,Moulsecoomb Club C,,,3,2,12
11/02/2013,19:00,Division 6,Brighton Ex-Services Club,Portslade Sports Centre C,,,2,3,12
11/02/2013,19:00,Division 6,Moulsecoomb Club C,Portslade Sports Centre B,,,1,4,12
11/02/2013,19:00,Division 6,Preston Club B,Southwick Sports B,,,1,4,12
11/02/2013,19:00,Division 6,Shoreham Royal British Legion,Castle Snooker Club K,,,1,4,12
18/02/2013,19:00,Division 6,Brighton Ex-Services Club,Shoreham Royal British Legion,,,4,1,12
18/02/2013,19:00,Division 6,Castle Snooker Club K,Moulsecoomb Club C,,,4,1,12
18/02/2013,19:00,Division 6,Portslade Sports Centre B,Preston Club B,,,4,1,12
18/02/2013,19:00,Division 6,Portslade Sports Centre C,Southwick Sports B,,,4,1,12
25/02/2013,19:00,Division 6,Brighton Ex-Services Club,Moulsecoomb Club C,,,3,2,12
25/02/2013,19:00,Division 6,Castle Snooker Club K,Preston Club B,,,3,2,12
25/02/2013,19:00,Division 6,Portslade Sports Centre B,Southwick Sports B,,,3,2,12
25/02/2013,19:00,Division 6,Shoreham Royal British Legion,Portslade Sports Centre C,,,1,4,12
04/03/2013,19:00,Division 6,Moulsecoomb Club C,Shoreham Royal British Legion,,,2,3,12
04/03/2013,19:00,Division 6,Portslade Sports Centre C,Portslade Sports Centre B,,,2,3,12
04/03/2013,19:00,Division 6,Preston Club B,Brighton Ex-Services Club,,,3,2,12
04/03/2013,19:00,Division 6,Southwick Sports B,Castle Snooker Club K,,,2,3,12
11/03/2013,19:00,Division 6,Brighton Ex-Services Club,Southwick Sports B,,,1,4,12
11/03/2013,19:00,Division 6,Castle Snooker Club K,Portslade Sports Centre B,,,3,2,12
11/03/2013,19:00,Division 6,Moulsecoomb Club C,Portslade Sports Centre C,,,2,3,12
11/03/2013,19:00,Division 6,Shoreham Royal British Legion,Preston Club B,,,3,2,12
18/03/2013,19:00,Division 6,Portslade Sports Centre B,Brighton Ex-Services Club,,,3,2,12
18/03/2013,19:00,Division 6,Portslade Sports Centre C,Castle Snooker Club K,,,3,2,12
18/03/2013,19:00,Division 6,Preston Club B,Moulsecoomb Club C,,,3,2,12
18/03/2013,19:00,Division 6,Southwick Sports B,Shoreham Royal British Legion,,,3,2,12
25/03/2013,19:00,Division 6,Brighton Ex-Services Club,Castle Snooker Club K,,,1,4,12
25/03/2013,19:00,Division 6,Moulsecoomb Club C,Southwick Sports B,,,2,3,12
25/03/2013,19:00,Division 6,Preston Club B,Portslade Sports Centre C,,,1,4,12
25/03/2013,19:00,Division 6,Shoreham Royal British Legion,Portslade Sports Centre B,,,2,3,12
08/04/2013,19:00,Division 6,Castle Snooker Club K,Shoreham Royal British Legion,,,4,1,12
08/04/2013,19:00,Division 6,Portslade Sports Centre B,Moulsecoomb Club C,,,4,1,12
08/04/2013,19:00,Division 6,Portslade Sports Centre C,Brighton Ex-Services Club,,,2,3,12
08/04/2013,19:00,Division 6,Southwick Sports B,Preston Club B,,,5,0,12
15/04/2013,19:00,Division 6,Moulsecoomb Club C,Castle Snooker Club K,,,0,5,12
15/04/2013,19:00,Division 6,Preston Club B,Portslade Sports Centre B,,,1,4,12
15/04/2013,19:00,Division 6,Shoreham Royal British Legion,Brighton Ex-Services Club,,,4,1,12
15/04/2013,19:00,Division 6,Southwick Sports B,Portslade Sports Centre C,,,1,4,12
09/09/2013,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club B,,,2,3,13
09/09/2013,19:00,Division 1,Shoreham Snooker Club,St. Matthias B,,,5,0,13
09/09/2013,19:00,Division 1,St. Matthias A,St. Matthias C,,,2,3,13
16/09/2013,19:00,Division 1,Castle Snooker Club B,St. Matthias A,,,0,5,13
16/09/2013,19:00,Division 1,St. Matthias B,National Association of Railway Clubs A,,,2,3,13
16/09/2013,19:00,Division 1,St. Matthias C,Castle Snooker Club A,,,2,3,13
23/09/2013,19:00,Division 1,Castle Snooker Club B,St. Matthias B,,,3,2,13
23/09/2013,19:00,Division 1,Shoreham Snooker Club,St. Matthias C,,,3,2,13
23/09/2013,19:00,Division 1,St. Matthias A,Castle Snooker Club A,,,2,3,13
30/09/2013,19:00,Division 1,Castle Snooker Club A,Shoreham Snooker Club,,,0,5,13
30/09/2013,19:00,Division 1,St. Matthias B,St. Matthias A,,,2,3,13
30/09/2013,19:00,Division 1,St. Matthias C,National Association of Railway Clubs A,,,2,3,13
07/10/2013,19:00,Division 1,Castle Snooker Club B,St. Matthias C,,,0,5,13
07/10/2013,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club A,,,1,4,13
07/10/2013,19:00,Division 1,St. Matthias A,Shoreham Snooker Club,,,1,4,13
14/10/2013,19:00,Division 1,Castle Snooker Club A,Castle Snooker Club B,,,5,0,13
14/10/2013,19:00,Division 1,Shoreham Snooker Club,National Association of Railway Clubs A,,,4,1,13
14/10/2013,19:00,Division 1,St. Matthias C,St. Matthias B,,,3,2,13
21/10/2013,19:00,Division 1,Castle Snooker Club B,Shoreham Snooker Club,,,1,4,13
21/10/2013,19:00,Division 1,St. Matthias A,National Association of Railway Clubs A,,,3,2,13
21/10/2013,19:00,Division 1,St. Matthias B,Castle Snooker Club A,,,3,2,13
28/10/2013,19:00,Division 1,Castle Snooker Club B,National Association of Railway Clubs A,,,2,3,13
28/10/2013,19:00,Division 1,St. Matthias B,Shoreham Snooker Club,,,2,3,13
28/10/2013,19:00,Division 1,St. Matthias C,St. Matthias A,,,2,3,13
04/11/2013,19:00,Division 1,Castle Snooker Club A,St. Matthias C,,,2,3,13
04/11/2013,19:00,Division 1,National Association of Railway Clubs A,St. Matthias B,,,3,2,13
04/11/2013,19:00,Division 1,St. Matthias A,Castle Snooker Club B,,,5,0,13
11/11/2013,19:00,Division 1,Castle Snooker Club A,St. Matthias A,,,5,0,13
11/11/2013,19:00,Division 1,St. Matthias B,Castle Snooker Club B,,,3,2,13
11/11/2013,19:00,Division 1,St. Matthias C,Shoreham Snooker Club,,,4,1,13
18/11/2013,19:00,Division 1,National Association of Railway Clubs A,St. Matthias C,,,5,0,13
18/11/2013,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club A,,,2,3,13
18/11/2013,19:00,Division 1,St. Matthias A,St. Matthias B,,,3,2,13
25/11/2013,19:00,Division 1,Castle Snooker Club A,National Association of Railway Clubs A,,,1,4,13
25/11/2013,19:00,Division 1,Shoreham Snooker Club,St. Matthias A,,,3,2,13
25/11/2013,19:00,Division 1,St. Matthias C,Castle Snooker Club B,,,3,2,13
09/12/2013,19:00,Division 1,Castle Snooker Club B,Castle Snooker Club A,,,0,5,13
09/12/2013,19:00,Division 1,National Association of Railway Clubs A,Shoreham Snooker Club,,,3,2,13
09/12/2013,19:00,Division 1,St. Matthias B,St. Matthias C,,,3,2,13
16/12/2013,19:00,Division 1,Castle Snooker Club A,St. Matthias B,,,5,0,13
16/12/2013,19:00,Division 1,National Association of Railway Clubs A,St. Matthias A,,,2,3,13
16/12/2013,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club B,,,5,0,13
06/01/2014,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club B,,,3,2,13
06/01/2014,19:00,Division 1,Shoreham Snooker Club,St. Matthias B,,,4,1,13
06/01/2014,19:00,Division 1,St. Matthias A,St. Matthias C,,,2,3,13
13/01/2014,19:00,Division 1,Castle Snooker Club B,St. Matthias A,,,2,3,13
13/01/2014,19:00,Division 1,St. Matthias B,National Association of Railway Clubs A,,,2,3,13
13/01/2014,19:00,Division 1,St. Matthias C,Castle Snooker Club A,,,3,2,13
20/01/2014,19:00,Division 1,Castle Snooker Club B,St. Matthias B,,,3,2,13
20/01/2014,19:00,Division 1,Shoreham Snooker Club,St. Matthias C,,,3,2,13
20/01/2014,19:00,Division 1,St. Matthias A,Castle Snooker Club A,,,2,3,13
27/01/2014,19:00,Division 1,Castle Snooker Club A,Shoreham Snooker Club,,,2,3,13
27/01/2014,19:00,Division 1,St. Matthias B,St. Matthias A,,,1,4,13
27/01/2014,19:00,Division 1,St. Matthias C,National Association of Railway Clubs A,,,3,2,13
03/02/2014,19:00,Division 1,Castle Snooker Club B,St. Matthias C,,,1,4,13
03/02/2014,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club A,,,1,4,13
03/02/2014,19:00,Division 1,St. Matthias A,Shoreham Snooker Club,,,0,5,13
10/02/2014,19:00,Division 1,Castle Snooker Club A,Castle Snooker Club B,,,1,4,13
10/02/2014,19:00,Division 1,Shoreham Snooker Club,National Association of Railway Clubs A,,,4,1,13
10/02/2014,19:00,Division 1,St. Matthias C,St. Matthias B,,,4,1,13
17/02/2014,19:00,Division 1,Castle Snooker Club B,Shoreham Snooker Club,,,2,3,13
17/02/2014,19:00,Division 1,St. Matthias A,National Association of Railway Clubs A,,,4,1,13
17/02/2014,19:00,Division 1,St. Matthias B,Castle Snooker Club A,,,0,5,13
24/02/2014,19:00,Division 1,Castle Snooker Club B,National Association of Railway Clubs A,,,2,3,13
24/02/2014,19:00,Division 1,St. Matthias B,Shoreham Snooker Club,,,2,3,13
24/02/2014,19:00,Division 1,St. Matthias C,St. Matthias A,,,2,3,13
03/03/2014,19:00,Division 1,Castle Snooker Club A,St. Matthias C,,,4,1,13
03/03/2014,19:00,Division 1,National Association of Railway Clubs A,St. Matthias B,,,4,1,13
03/03/2014,19:00,Division 1,St. Matthias A,Castle Snooker Club B,,,2,3,13
10/03/2014,19:00,Division 1,Castle Snooker Club A,St. Matthias A,,,2,3,13
10/03/2014,19:00,Division 1,St. Matthias B,Castle Snooker Club B,,,4,1,13
10/03/2014,19:00,Division 1,St. Matthias C,Shoreham Snooker Club,,,1,4,13
17/03/2014,19:00,Division 1,National Association of Railway Clubs A,St. Matthias C,,,1,4,13
17/03/2014,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club A,,,2,3,13
17/03/2014,19:00,Division 1,St. Matthias A,St. Matthias B,,,2,3,13
24/03/2014,19:00,Division 1,Castle Snooker Club A,National Association of Railway Clubs A,,,1,4,13
24/03/2014,19:00,Division 1,Shoreham Snooker Club,St. Matthias A,,,2,3,13
24/03/2014,19:00,Division 1,St. Matthias C,Castle Snooker Club B,,,5,0,13
31/03/2014,19:00,Division 1,Castle Snooker Club B,Castle Snooker Club A,,,1,4,13
31/03/2014,19:00,Division 1,National Association of Railway Clubs A,Shoreham Snooker Club,,,2,3,13
31/03/2014,19:00,Division 1,St. Matthias B,St. Matthias C,,,1,4,13
07/04/2014,19:00,Division 1,Castle Snooker Club A,St. Matthias B,,,5,0,13
07/04/2014,19:00,Division 1,National Association of Railway Clubs A,St. Matthias A,,,3,2,13
07/04/2014,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club B,,,4,0,13
09/09/2013,19:00,Division 2,Castle Snooker Club C,Champion House B,,,2,3,13
09/09/2013,19:00,Division 2,Champion House A,Castle Snooker Club D,,,3,2,13
09/09/2013,19:00,Division 2,Preston Club A,Annunciation Club,,,3,2,13
16/09/2013,19:00,Division 2,Annunciation Club,Castle Snooker Club C,,,1,4,13
16/09/2013,19:00,Division 2,Castle Snooker Club D,Preston Club A,,,5,0,13
16/09/2013,19:00,Division 2,Champion House B,Portslade Sports Centre A,,,2,3,13
23/09/2013,19:00,Division 2,Champion House A,Champion House B,,,2,3,13
23/09/2013,19:00,Division 2,Portslade Sports Centre A,Annunciation Club,,,4,1,13
23/09/2013,19:00,Division 2,Preston Club A,Castle Snooker Club C,,,1,4,13
30/09/2013,19:00,Division 2,Annunciation Club,Champion House A,,,2,3,13
30/09/2013,19:00,Division 2,Castle Snooker Club C,Portslade Sports Centre A,,,0,5,13
30/09/2013,19:00,Division 2,Champion House B,Castle Snooker Club D,,,4,1,13
07/10/2013,19:00,Division 2,Castle Snooker Club D,Annunciation Club,,,5,0,13
07/10/2013,19:00,Division 2,Champion House A,Castle Snooker Club C,,,1,4,13
07/10/2013,19:00,Division 2,Preston Club A,Portslade Sports Centre A,,,3,2,13
14/10/2013,19:00,Division 2,Castle Snooker Club C,Castle Snooker Club D,,,0,5,13
14/10/2013,19:00,Division 2,Champion House B,Preston Club A,,,2,3,13
14/10/2013,19:00,Division 2,Portslade Sports Centre A,Champion House A,,,4,1,13
21/10/2013,19:00,Division 2,Castle Snooker Club D,Portslade Sports Centre A,,,2,3,13
21/10/2013,19:00,Division 2,Champion House B,Annunciation Club,,,3,2,13
21/10/2013,19:00,Division 2,Preston Club A,Champion House A,,,,,13
28/10/2013,19:00,Division 2,Annunciation Club,Preston Club A,,,2,3,13
28/10/2013,19:00,Division 2,Castle Snooker Club D,Champion House A,,,2,3,13
28/10/2013,19:00,Division 2,Champion House B,Castle Snooker Club C,,,1,4,13
04/11/2013,19:00,Division 2,Castle Snooker Club C,Annunciation Club,,,4,1,13
04/11/2013,19:00,Division 2,Portslade Sports Centre A,Champion House B,,,4,1,13
04/11/2013,19:00,Division 2,Preston Club A,Castle Snooker Club D,,,3,2,13
11/11/2013,19:00,Division 2,Annunciation Club,Portslade Sports Centre A,,,0,5,13
11/11/2013,19:00,Division 2,Castle Snooker Club C,Preston Club A,,,3,2,13
11/11/2013,19:00,Division 2,Champion House B,Champion House A,,,3,2,13
18/11/2013,19:00,Division 2,Castle Snooker Club D,Champion House B,,,3,2,13
18/11/2013,19:00,Division 2,Champion House A,Annunciation Club,,,3,2,13
18/11/2013,19:00,Division 2,Portslade Sports Centre A,Castle Snooker Club C,,,4,1,13
25/11/2013,19:00,Division 2,Annunciation Club,Castle Snooker Club D,,,1,4,13
25/11/2013,19:00,Division 2,Castle Snooker Club C,Champion House A,,,2,3,13
25/11/2013,19:00,Division 2,Portslade Sports Centre A,Preston Club A,,,4,1,13
09/12/2013,19:00,Division 2,Castle Snooker Club D,Castle Snooker Club C,,,3,2,13
09/12/2013,19:00,Division 2,Champion House A,Portslade Sports Centre A,,,2,3,13
09/12/2013,19:00,Division 2,Preston Club A,Champion House B,,,,,13
16/12/2013,19:00,Division 2,Annunciation Club,Champion House B,,,2,3,13
16/12/2013,19:00,Division 2,Champion House A,Preston Club A,,,3,2,13
16/12/2013,19:00,Division 2,Portslade Sports Centre A,Castle Snooker Club D,,,,,13
06/01/2014,19:00,Division 2,Castle Snooker Club C,Champion House B,,,5,0,13
06/01/2014,19:00,Division 2,Champion House A,Castle Snooker Club D,,,1,4,13
06/01/2014,19:00,Division 2,Preston Club A,Annunciation Club,,,3,2,13
13/01/2014,19:00,Division 2,Annunciation Club,Castle Snooker Club C,,,2,3,13
13/01/2014,19:00,Division 2,Castle Snooker Club D,Preston Club A,,,4,1,13
13/01/2014,19:00,Division 2,Champion House B,Portslade Sports Centre A,,,0,5,13
20/01/2014,19:00,Division 2,Champion House A,Champion House B,,,2,3,13
20/01/2014,19:00,Division 2,Portslade Sports Centre A,Annunciation Club,,,5,0,13
20/01/2014,19:00,Division 2,Preston Club A,Castle Snooker Club C,,,3,2,13
27/01/2014,19:00,Division 2,Annunciation Club,Champion House A,,,2,3,13
27/01/2014,19:00,Division 2,Castle Snooker Club C,Portslade Sports Centre A,,,2,3,13
27/01/2014,19:00,Division 2,Champion House B,Castle Snooker Club D,,,2,3,13
03/02/2014,19:00,Division 2,Castle Snooker Club D,Annunciation Club,,,3,2,13
03/02/2014,19:00,Division 2,Champion House A,Castle Snooker Club C,,,3,2,13
03/02/2014,19:00,Division 2,Preston Club A,Portslade Sports Centre A,,,2,3,13
10/02/2014,19:00,Division 2,Castle Snooker Club C,Castle Snooker Club D,,,1,4,13
10/02/2014,19:00,Division 2,Champion House B,Preston Club A,,,,,13
10/02/2014,19:00,Division 2,Portslade Sports Centre A,Champion House A,,,4,1,13
17/02/2014,19:00,Division 2,Castle Snooker Club D,Portslade Sports Centre A,,,4,1,13
17/02/2014,19:00,Division 2,Champion House B,Annunciation Club,,,3,2,13
17/02/2014,19:00,Division 2,Preston Club A,Champion House A,,,2,3,13
24/02/2014,19:00,Division 2,Annunciation Club,Preston Club A,,,1,4,13
24/02/2014,19:00,Division 2,Castle Snooker Club D,Champion House A,,,4,1,13
24/02/2014,19:00,Division 2,Champion House B,Castle Snooker Club C,,,2,3,13
03/03/2014,19:00,Division 2,Castle Snooker Club C,Annunciation Club,,,4,1,13
03/03/2014,19:00,Division 2,Portslade Sports Centre A,Champion House B,,,3,1,13
03/03/2014,19:00,Division 2,Preston Club A,Castle Snooker Club D,,,2,3,13
10/03/2014,19:00,Division 2,Annunciation Club,Portslade Sports Centre A,,,4,1,13
10/03/2014,19:00,Division 2,Castle Snooker Club C,Preston Club A,,,4,1,13
10/03/2014,19:00,Division 2,Champion House B,Champion House A,,,3,2,13
17/03/2014,19:00,Division 2,Castle Snooker Club D,Champion House B,,,5,0,13
17/03/2014,19:00,Division 2,Champion House A,Annunciation Club,,,2,3,13
17/03/2014,19:00,Division 2,Portslade Sports Centre A,Castle Snooker Club C,,,2,3,13
24/03/2014,19:00,Division 2,Annunciation Club,Castle Snooker Club D,,,2,3,13
24/03/2014,19:00,Division 2,Castle Snooker Club C,Champion House A,,,4,1,13
24/03/2014,19:00,Division 2,Portslade Sports Centre A,Preston Club A,,,5,0,13
31/03/2014,19:00,Division 2,Castle Snooker Club D,Castle Snooker Club C,,,4,1,13
31/03/2014,19:00,Division 2,Champion House A,Portslade Sports Centre A,,,2,3,13
31/03/2014,19:00,Division 2,Preston Club A,Champion House B,,,5,0,13
07/04/2014,19:00,Division 2,Annunciation Club,Champion House B,,,2,3,13
07/04/2014,19:00,Division 2,Champion House A,Preston Club A,,,3,2,13
07/04/2014,19:00,Division 2,Portslade Sports Centre A,Castle Snooker Club D,,,3,2,13
09/09/2013,19:00,Division 3,Castle Snooker Club E,National Association of Railway Clubs C,,,3,2,13
09/09/2013,19:00,Division 3,Champion House C,Southwick Sports A,,,2,3,13
09/09/2013,19:00,Division 3,Hove Deep Sea Anglers A,Goldstone Ex-Services Club A,,,2,3,13
16/09/2013,19:00,Division 3,Goldstone Ex-Services Club A,Castle Snooker Club E,,,5,0,13
16/09/2013,19:00,Division 3,National Association of Railway Clubs C,Rileys A,,,3,2,13
16/09/2013,19:00,Division 3,Southwick Sports A,Hove Deep Sea Anglers A,,,,,13
23/09/2013,19:00,Division 3,Champion House C,National Association of Railway Clubs C,,,2,3,13
23/09/2013,19:00,Division 3,Hove Deep Sea Anglers A,Castle Snooker Club E,,,4,1,13
23/09/2013,19:00,Division 3,Rileys A,Goldstone Ex-Services Club A,,,0,5,13
30/09/2013,19:00,Division 3,Castle Snooker Club E,Rileys A,,,3,2,13
30/09/2013,19:00,Division 3,Goldstone Ex-Services Club A,Champion House C,,,2,3,13
30/09/2013,19:00,Division 3,National Association of Railway Clubs C,Southwick Sports A,,,0,5,13
07/10/2013,19:00,Division 3,Champion House C,Castle Snooker Club E,,,3,2,13
07/10/2013,19:00,Division 3,Hove Deep Sea Anglers A,Rileys A,,,0,5,13
07/10/2013,19:00,Division 3,Southwick Sports A,Goldstone Ex-Services Club A,,,3,2,13
14/10/2013,19:00,Division 3,Castle Snooker Club E,Southwick Sports A,,,3,2,13
14/10/2013,19:00,Division 3,National Association of Railway Clubs C,Hove Deep Sea Anglers A,,,1,4,13
14/10/2013,19:00,Division 3,Rileys A,Champion House C,,,3,2,13
21/10/2013,19:00,Division 3,Hove Deep Sea Anglers A,Champion House C,,,3,2,13
21/10/2013,19:00,Division 3,National Association of Railway Clubs C,Goldstone Ex-Services Club A,,,4,1,13
21/10/2013,19:00,Division 3,Southwick Sports A,Rileys A,,,3,2,13
28/10/2013,19:00,Division 3,Goldstone Ex-Services Club A,Hove Deep Sea Anglers A,,,1,4,13
28/10/2013,19:00,Division 3,National Association of Railway Clubs C,Castle Snooker Club E,,,3,2,13
28/10/2013,19:00,Division 3,Southwick Sports A,Champion House C,,,4,1,13
04/11/2013,19:00,Division 3,Castle Snooker Club E,Goldstone Ex-Services Club A,,,3,2,13
04/11/2013,19:00,Division 3,Hove Deep Sea Anglers A,Southwick Sports A,,,1,4,13
04/11/2013,19:00,Division 3,Rileys A,National Association of Railway Clubs C,,,4,1,13
11/11/2013,19:00,Division 3,Castle Snooker Club E,Hove Deep Sea Anglers A,,,2,3,13
11/11/2013,19:00,Division 3,Goldstone Ex-Services Club A,Rileys A,,,3,2,13
11/11/2013,19:00,Division 3,National Association of Railway Clubs C,Champion House C,,,2,3,13
18/11/2013,19:00,Division 3,Champion House C,Goldstone Ex-Services Club A,,,2,3,13
18/11/2013,19:00,Division 3,Rileys A,Castle Snooker Club E,,,4,1,13
18/11/2013,19:00,Division 3,Southwick Sports A,National Association of Railway Clubs C,,,3,2,13
25/11/2013,19:00,Division 3,Castle Snooker Club E,Champion House C,,,2,3,13
25/11/2013,19:00,Division 3,Goldstone Ex-Services Club A,Southwick Sports A,,,1,4,13
25/11/2013,19:00,Division 3,Rileys A,Hove Deep Sea Anglers A,,,1,4,13
09/12/2013,19:00,Division 3,Champion House C,Rileys A,,,2,3,13
09/12/2013,19:00,Division 3,Hove Deep Sea Anglers A,National Association of Railway Clubs C,,,3,2,13
09/12/2013,19:00,Division 3,Southwick Sports A,Castle Snooker Club E,,,5,0,13
16/12/2013,19:00,Division 3,Champion House C,Hove Deep Sea Anglers A,,,2,3,13
16/12/2013,19:00,Division 3,Goldstone Ex-Services Club A,National Association of Railway Clubs C,,,5,0,13
16/12/2013,19:00,Division 3,Rileys A,Southwick Sports A,,,2,3,13
06/01/2014,19:00,Division 3,Castle Snooker Club E,National Association of Railway Clubs C,,,4,1,13
06/01/2014,19:00,Division 3,Champion House C,Southwick Sports A,,,0,5,13
06/01/2014,19:00,Division 3,Hove Deep Sea Anglers A,Goldstone Ex-Services Club A,,,2,3,13
13/01/2014,19:00,Division 3,Goldstone Ex-Services Club A,Castle Snooker Club E,,,3,2,13
13/01/2014,19:00,Division 3,National Association of Railway Clubs C,Rileys A,,,2,3,13
13/01/2014,19:00,Division 3,Southwick Sports A,Hove Deep Sea Anglers A,,,3,2,13
20/01/2014,19:00,Division 3,Champion House C,National Association of Railway Clubs C,,,2,3,13
20/01/2014,19:00,Division 3,Hove Deep Sea Anglers A,Castle Snooker Club E,,,4,1,13
20/01/2014,19:00,Division 3,Rileys A,Goldstone Ex-Services Club A,,,2,3,13
27/01/2014,19:00,Division 3,Castle Snooker Club E,Rileys A,,,3,2,13
27/01/2014,19:00,Division 3,Goldstone Ex-Services Club A,Champion House C,,,4,1,13
27/01/2014,19:00,Division 3,National Association of Railway Clubs C,Southwick Sports A,,,1,4,13
03/02/2014,19:00,Division 3,Champion House C,Castle Snooker Club E,,,3,2,13
03/02/2014,19:00,Division 3,Hove Deep Sea Anglers A,Rileys A,,,4,1,13
03/02/2014,19:00,Division 3,Southwick Sports A,Goldstone Ex-Services Club A,,,4,1,13
10/02/2014,19:00,Division 3,Castle Snooker Club E,Southwick Sports A,,,1,4,13
10/02/2014,19:00,Division 3,National Association of Railway Clubs C,Hove Deep Sea Anglers A,,,0,5,13
10/02/2014,19:00,Division 3,Rileys A,Champion House C,,,5,0,13
17/02/2014,19:00,Division 3,Hove Deep Sea Anglers A,Champion House C,,,3,2,13
17/02/2014,19:00,Division 3,National Association of Railway Clubs C,Goldstone Ex-Services Club A,,,5,0,13
17/02/2014,19:00,Division 3,Southwick Sports A,Rileys A,,,5,0,13
24/02/2014,19:00,Division 3,Goldstone Ex-Services Club A,Hove Deep Sea Anglers A,,,4,1,13
24/02/2014,19:00,Division 3,National Association of Railway Clubs C,Castle Snooker Club E,,,2,3,13
24/02/2014,19:00,Division 3,Southwick Sports A,Champion House C,,,4,1,13
03/03/2014,19:00,Division 3,Castle Snooker Club E,Goldstone Ex-Services Club A,,,1,4,13
03/03/2014,19:00,Division 3,Hove Deep Sea Anglers A,Southwick Sports A,,,3,2,13
03/03/2014,19:00,Division 3,Rileys A,National Association of Railway Clubs C,,,4,1,13
10/03/2014,19:00,Division 3,Castle Snooker Club E,Hove Deep Sea Anglers A,,,2,2,13
10/03/2014,19:00,Division 3,Goldstone Ex-Services Club A,Rileys A,,,1,4,13
10/03/2014,19:00,Division 3,National Association of Railway Clubs C,Champion House C,,,2,3,13
17/03/2014,19:00,Division 3,Champion House C,Goldstone Ex-Services Club A,,,2,3,13
17/03/2014,19:00,Division 3,Rileys A,Castle Snooker Club E,,,2,3,13
17/03/2014,19:00,Division 3,Southwick Sports A,National Association of Railway Clubs C,,,5,0,13
24/03/2014,19:00,Division 3,Castle Snooker Club E,Champion House C,,,4,1,13
24/03/2014,19:00,Division 3,Goldstone Ex-Services Club A,Southwick Sports A,,,4,1,13
24/03/2014,19:00,Division 3,Rileys A,Hove Deep Sea Anglers A,,,4,1,13
31/03/2014,19:00,Division 3,Champion House C,Rileys A,,,2,3,13
31/03/2014,19:00,Division 3,Hove Deep Sea Anglers A,National Association of Railway Clubs C,,,3,2,13
31/03/2014,19:00,Division 3,Southwick Sports A,Castle Snooker Club E,,,5,0,13
07/04/2014,19:00,Division 3,Champion House C,Hove Deep Sea Anglers A,,,3,2,13
07/04/2014,19:00,Division 3,Goldstone Ex-Services Club A,National Association of Railway Clubs C,,,4,1,13
07/04/2014,19:00,Division 3,Rileys A,Southwick Sports A,,,1,4,13
09/09/2013,19:00,Division 4,Castle Snooker Club G,Brighton Trades Labour Club,,,3,2,13
09/09/2013,19:00,Division 4,National Association of Railway Clubs B,Castle Snooker Club F,,,0,5,13
09/09/2013,19:00,Division 4,St. Matthias D,Rileys B,,,2,3,13
16/09/2013,19:00,Division 4,Brighton Trades Labour Club,St. Matthias D,,,2,3,13
16/09/2013,19:00,Division 4,Castle Snooker Club F,Goldstone Ex-Services Club B,,,3,2,13
16/09/2013,19:00,Division 4,Rileys B,National Association of Railway Clubs B,,,0,5,13
23/09/2013,19:00,Division 4,Castle Snooker Club F,Rileys B,,,1,4,13
