Date dd/mm/yyyy,Time HH:MM,Division,Home Team,Away Team,Venue,Pitch,Home Score,Away Score,Season
06/12/2010,19:00,Division 6,Shoreham Royal British Legion B,Shoreham Royal British Legion A,,,3,2,10
13/12/2010,19:00,Division 6,Brighton Trades Labour Club B,Champion House D,,,0,5,10
13/12/2010,19:00,Division 6,Castle Snooker Club G,Shoreham Royal British Legion B,,,3,2,10
13/12/2010,19:00,Division 6,Hove Deep Sea Anglers B,Brighton Trades Labour Club A,,,3,2,10
13/12/2010,19:00,Division 6,Shoreham Royal British Legion A,Preston Club B,,,3,2,10
10/01/2011,19:00,Division 6,Brighton Trades Labour Club B,Shoreham Royal British Legion A,,,3,2,10
10/01/2011,19:00,Division 6,Champion House D,Castle Snooker Club G,,,3,2,10
10/01/2011,19:00,Division 6,Preston Club B,Hove Deep Sea Anglers B,,,1,4,10
10/01/2011,19:00,Division 6,Shoreham Royal British Legion B,Brighton Trades Labour Club A,,,3,2,10
17/01/2011,19:00,Division 6,Brighton Trades Labour Club A,Shoreham Royal British Legion A,,,2,3,10
17/01/2011,19:00,Division 6,Castle Snooker Club G,Brighton Trades Labour Club B,,,2,3,10
17/01/2011,19:00,Division 6,Hove Deep Sea Anglers B,Champion House D,,,5,0,10
17/01/2011,19:00,Division 6,Shoreham Royal British Legion B,Preston Club B,,,3,2,10
24/01/2011,19:00,Division 6,Brighton Trades Labour Club B,Hove Deep Sea Anglers B,,,0,5,10
24/01/2011,19:00,Division 6,Champion House D,Shoreham Royal British Legion B,,,2,3,10
24/01/2011,19:00,Division 6,Preston Club B,Brighton Trades Labour Club A,,,4,1,10
24/01/2011,19:00,Division 6,Shoreham Royal British Legion A,Castle Snooker Club G,,,4,1,10
31/01/2011,19:00,Division 6,Brighton Trades Labour Club A,Castle Snooker Club G,,,3,2,10
31/01/2011,19:00,Division 6,Hove Deep Sea Anglers B,Shoreham Royal British Legion A,,,4,1,10
31/01/2011,19:00,Division 6,Preston Club B,Champion House D,,,2,3,10
31/01/2011,19:00,Division 6,Shoreham Royal British Legion B,Brighton Trades Labour Club B,,,3,2,10
07/02/2011,19:00,Division 6,Brighton Trades Labour Club B,Preston Club B,,,3,2,10
07/02/2011,19:00,Division 6,Castle Snooker Club G,Hove Deep Sea Anglers B,,,2,3,10
07/02/2011,19:00,Division 6,Champion House D,Brighton Trades Labour Club A,,,1,4,10
07/02/2011,19:00,Division 6,Shoreham Royal British Legion A,Shoreham Royal British Legion B,,,1,4,10
14/02/2011,19:00,Division 6,Brighton Trades Labour Club A,Hove Deep Sea Anglers B,,,2,3,10
14/02/2011,19:00,Division 6,Champion House D,Brighton Trades Labour Club B,,,2,3,10
14/02/2011,19:00,Division 6,Preston Club B,Shoreham Royal British Legion A,,,3,2,10
14/02/2011,19:00,Division 6,Shoreham Royal British Legion B,Castle Snooker Club G,,,3,2,10
21/02/2011,19:00,Division 6,Brighton Trades Labour Club B,Brighton Trades Labour Club A,,,1,4,10
21/02/2011,19:00,Division 6,Champion House D,Shoreham Royal British Legion A,,,3,2,10
21/02/2011,19:00,Division 6,Preston Club B,Castle Snooker Club G,,,2,3,10
21/02/2011,19:00,Division 6,Shoreham Royal British Legion B,Hove Deep Sea Anglers B,,,2,3,10
28/02/2011,19:00,Division 6,Brighton Trades Labour Club A,Shoreham Royal British Legion B,,,1,4,10
28/02/2011,19:00,Division 6,Castle Snooker Club G,Champion House D,,,2,3,10
28/02/2011,19:00,Division 6,Hove Deep Sea Anglers B,Preston Club B,,,5,0,10
28/02/2011,19:00,Division 6,Shoreham Royal British Legion A,Brighton Trades Labour Club B,,,3,2,10
07/03/2011,19:00,Division 6,Brighton Trades Labour Club B,Castle Snooker Club G,,,1,4,10
07/03/2011,19:00,Division 6,Champion House D,Hove Deep Sea Anglers B,,,3,2,10
07/03/2011,19:00,Division 6,Preston Club B,Shoreham Royal British Legion B,,,3,2,10
07/03/2011,19:00,Division 6,Shoreham Royal British Legion A,Brighton Trades Labour Club A,,,0,5,10
14/03/2011,19:00,Division 6,Brighton Trades Labour Club A,Preston Club B,,,4,1,10
14/03/2011,19:00,Division 6,Castle Snooker Club G,Shoreham Royal British Legion A,,,3,2,10
14/03/2011,19:00,Division 6,Hove Deep Sea Anglers B,Brighton Trades Labour Club B,,,4,1,10
14/03/2011,19:00,Division 6,Shoreham Royal British Legion B,Champion House D,,,5,0,10
21/03/2011,19:00,Division 6,Brighton Trades Labour Club B,Shoreham Royal British Legion B,,,3,2,10
21/03/2011,19:00,Division 6,Castle Snooker Club G,Brighton Trades Labour Club A,,,0,5,10
21/03/2011,19:00,Division 6,Champion House D,Preston Club B,,,2,3,10
21/03/2011,19:00,Division 6,Shoreham Royal British Legion A,Hove Deep Sea Anglers B,,,0,5,10
28/03/2011,19:00,Division 6,Brighton Trades Labour Club A,Champion House D,,,4,1,10
28/03/2011,19:00,Division 6,Hove Deep Sea Anglers B,Castle Snooker Club G,,,3,2,10
28/03/2011,19:00,Division 6,Preston Club B,Brighton Trades Labour Club B,,,3,2,10
28/03/2011,19:00,Division 6,Shoreham Royal British Legion B,Shoreham Royal British Legion A,,,4,1,10
04/04/2011,19:00,Division 6,Brighton Trades Labour Club B,Champion House D,,,1,4,10
04/04/2011,19:00,Division 6,Castle Snooker Club G,Shoreham Royal British Legion B,,,1,4,10
04/04/2011,19:00,Division 6,Hove Deep Sea Anglers B,Brighton Trades Labour Club A,,,3,2,10
04/04/2011,19:00,Division 6,Shoreham Royal British Legion A,Preston Club B,,,1,4,10
11/04/2011,19:00,Division 6,Brighton Trades Labour Club A,Brighton Trades Labour Club B,,,5,0,10
11/04/2011,19:00,Division 6,Castle Snooker Club G,Preston Club B,,,4,1,10
11/04/2011,19:00,Division 6,Hove Deep Sea Anglers B,Shoreham Royal British Legion B,,,0,5,10
11/04/2011,19:00,Division 6,Shoreham Royal British Legion A,Champion House D,,,2,3,10
05/09/2011,19:00,Division 1,Castle Snooker Club A,Castle Snooker Club H,,,1,4,11
05/09/2011,19:00,Division 1,Moulsecoomb Club A,Castle Snooker Club B,,,5,0,11
05/09/2011,19:00,Division 1,Shoreham Snooker Club,National Association of Railway Clubs A,,,5,0,11
05/09/2011,19:00,Division 1,St. Matthias A,St. Matthias B,,,3,2,11
12/09/2011,19:00,Division 1,Castle Snooker Club B,Shoreham Snooker Club,,,3,2,11
12/09/2011,19:00,Division 1,Castle Snooker Club H,St. Matthias A,,,2,3,11
12/09/2011,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club A,,,4,1,11
12/09/2011,19:00,Division 1,St. Matthias B,Moulsecoomb Club A,,,0,5,11
19/09/2011,19:00,Division 1,Castle Snooker Club A,Castle Snooker Club B,,,2,3,11
19/09/2011,19:00,Division 1,Castle Snooker Club H,National Association of Railway Clubs A,,,1,4,11
19/09/2011,19:00,Division 1,Shoreham Snooker Club,St. Matthias B,,,4,1,11
19/09/2011,19:00,Division 1,St. Matthias A,Moulsecoomb Club A,,,1,4,11
26/09/2011,19:00,Division 1,Castle Snooker Club B,Castle Snooker Club H,,,1,4,11
26/09/2011,19:00,Division 1,Moulsecoomb Club A,Shoreham Snooker Club,,,3,2,11
26/09/2011,19:00,Division 1,National Association of Railway Clubs A,St. Matthias A,,,3,2,11
26/09/2011,19:00,Division 1,St. Matthias B,Castle Snooker Club A,,,1,4,11
03/10/2011,19:00,Division 1,Castle Snooker Club A,Moulsecoomb Club A,,,,,11
03/10/2011,19:00,Division 1,Castle Snooker Club H,St. Matthias B,,,,,11
03/10/2011,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club B,,,3,2,11
03/10/2011,19:00,Division 1,St. Matthias A,Shoreham Snooker Club,,,2,3,11
10/10/2011,19:00,Division 1,Castle Snooker Club B,St. Matthias A,,,2,3,11
10/10/2011,19:00,Division 1,Moulsecoomb Club A,Castle Snooker Club H,,,3,2,11
10/10/2011,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club A,,,2,3,11
10/10/2011,19:00,Division 1,St. Matthias B,National Association of Railway Clubs A,,,2,3,11
17/10/2011,19:00,Division 1,Castle Snooker Club B,St. Matthias B,,,4,1,11
17/10/2011,19:00,Division 1,Castle Snooker Club H,Shoreham Snooker Club,,,3,2,11
17/10/2011,19:00,Division 1,National Association of Railway Clubs A,Moulsecoomb Club A,,,4,1,11
17/10/2011,19:00,Division 1,St. Matthias A,Castle Snooker Club A,,,3,2,11
24/10/2011,19:00,Division 1,Castle Snooker Club B,Moulsecoomb Club A,,,2,3,11
24/10/2011,19:00,Division 1,Castle Snooker Club H,Castle Snooker Club A,,,1,4,11
24/10/2011,19:00,Division 1,National Association of Railway Clubs A,Shoreham Snooker Club,,,2,3,11
24/10/2011,19:00,Division 1,St. Matthias B,St. Matthias A,,,1,4,11
31/10/2011,19:00,Division 1,Castle Snooker Club A,National Association of Railway Clubs A,,,4,1,11
31/10/2011,19:00,Division 1,Moulsecoomb Club A,St. Matthias B,,,3,2,11
31/10/2011,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club B,,,3,2,11
31/10/2011,19:00,Division 1,St. Matthias A,Castle Snooker Club H,,,2,3,11
07/11/2011,19:00,Division 1,Castle Snooker Club B,Castle Snooker Club A,,,2,3,11
07/11/2011,19:00,Division 1,Moulsecoomb Club A,St. Matthias A,,,4,1,11
07/11/2011,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club H,,,1,4,11
07/11/2011,19:00,Division 1,St. Matthias B,Shoreham Snooker Club,,,3,2,11
14/11/2011,19:00,Division 1,Castle Snooker Club A,St. Matthias B,,,2,3,11
14/11/2011,19:00,Division 1,Castle Snooker Club H,Castle Snooker Club B,,,2,3,11
14/11/2011,19:00,Division 1,Shoreham Snooker Club,Moulsecoomb Club A,,,3,2,11
14/11/2011,19:00,Division 1,St. Matthias A,National Association of Railway Clubs A,,,1,4,11
21/11/2011,19:00,Division 1,Castle Snooker Club B,National Association of Railway Clubs A,,,1,4,11
21/11/2011,19:00,Division 1,Moulsecoomb Club A,Castle Snooker Club A,,,3,2,11
21/11/2011,19:00,Division 1,Shoreham Snooker Club,St. Matthias A,,,3,2,11
21/11/2011,19:00,Division 1,St. Matthias B,Castle Snooker Club H,,,4,1,11
05/12/2011,19:00,Division 1,Castle Snooker Club A,Shoreham Snooker Club,,,3,2,11
05/12/2011,19:00,Division 1,Castle Snooker Club H,Moulsecoomb Club A,,,1,4,11
05/12/2011,19:00,Division 1,National Association of Railway Clubs A,St. Matthias B,,,3,2,11
05/12/2011,19:00,Division 1,St. Matthias A,Castle Snooker Club B,,,4,1,11
12/12/2011,19:00,Division 1,Castle Snooker Club A,St. Matthias A,,,,,11
12/12/2011,19:00,Division 1,Moulsecoomb Club A,National Association of Railway Clubs A,,,4,1,11
12/12/2011,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club H,,,4,1,11
12/12/2011,19:00,Division 1,St. Matthias B,Castle Snooker Club B,,,3,2,11
09/01/2012,19:00,Division 1,Castle Snooker Club A,Castle Snooker Club H,,,5,0,11
09/01/2012,19:00,Division 1,Moulsecoomb Club A,Castle Snooker Club B,,,3,2,11
09/01/2012,19:00,Division 1,Shoreham Snooker Club,National Association of Railway Clubs A,,,2,3,11
09/01/2012,19:00,Division 1,St. Matthias A,St. Matthias B,,,2,3,11
16/01/2012,19:00,Division 1,Castle Snooker Club B,Shoreham Snooker Club,,,2,3,11
16/01/2012,19:00,Division 1,Castle Snooker Club H,St. Matthias A,,,2,3,11
16/01/2012,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club A,,,2,3,11
16/01/2012,19:00,Division 1,St. Matthias B,Moulsecoomb Club A,,,1,4,11
23/01/2012,19:00,Division 1,Castle Snooker Club A,Castle Snooker Club B,,,5,0,11
23/01/2012,19:00,Division 1,Castle Snooker Club H,National Association of Railway Clubs A,,,2,3,11
23/01/2012,19:00,Division 1,Shoreham Snooker Club,St. Matthias B,,,3,2,11
23/01/2012,19:00,Division 1,St. Matthias A,Moulsecoomb Club A,,,1,4,11
30/01/2012,19:00,Division 1,Castle Snooker Club B,Castle Snooker Club H,,,3,2,11
30/01/2012,19:00,Division 1,Moulsecoomb Club A,Shoreham Snooker Club,,,2,3,11
30/01/2012,19:00,Division 1,National Association of Railway Clubs A,St. Matthias A,,,5,0,11
30/01/2012,19:00,Division 1,St. Matthias B,Castle Snooker Club A,,,2,3,11
06/02/2012,19:00,Division 1,Castle Snooker Club A,Moulsecoomb Club A,,,1,4,11
06/02/2012,19:00,Division 1,Castle Snooker Club H,St. Matthias B,,,2,3,11
06/02/2012,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club B,,,2,3,11
06/02/2012,19:00,Division 1,St. Matthias A,Shoreham Snooker Club,,,4,1,11
13/02/2012,19:00,Division 1,Castle Snooker Club B,St. Matthias A,,,3,2,11
13/02/2012,19:00,Division 1,Moulsecoomb Club A,Castle Snooker Club H,,,5,0,11
13/02/2012,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club A,,,2,3,11
13/02/2012,19:00,Division 1,St. Matthias B,National Association of Railway Clubs A,,,1,4,11
20/02/2012,19:00,Division 1,Castle Snooker Club B,St. Matthias B,,,4,1,11
20/02/2012,19:00,Division 1,Castle Snooker Club H,Shoreham Snooker Club,,,3,2,11
20/02/2012,19:00,Division 1,National Association of Railway Clubs A,Moulsecoomb Club A,,,0,5,11
20/02/2012,19:00,Division 1,St. Matthias A,Castle Snooker Club A,,,2,3,11
27/02/2012,19:00,Division 1,Castle Snooker Club B,Moulsecoomb Club A,,,0,5,11
27/02/2012,19:00,Division 1,Castle Snooker Club H,Castle Snooker Club A,,,0,5,11
27/02/2012,19:00,Division 1,National Association of Railway Clubs A,Shoreham Snooker Club,,,1,4,11
27/02/2012,19:00,Division 1,St. Matthias B,St. Matthias A,,,2,3,11
05/03/2012,19:00,Division 1,Castle Snooker Club A,National Association of Railway Clubs A,,,1,4,11
05/03/2012,19:00,Division 1,Moulsecoomb Club A,St. Matthias B,,,3,2,11
05/03/2012,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club B,,,3,2,11
05/03/2012,19:00,Division 1,St. Matthias A,Castle Snooker Club H,,,2,3,11
12/03/2012,19:00,Division 1,Castle Snooker Club B,Castle Snooker Club A,,,3,2,11
12/03/2012,19:00,Division 1,Moulsecoomb Club A,St. Matthias A,,,4,1,11
12/03/2012,19:00,Division 1,National Association of Railway Clubs A,Castle Snooker Club H,,,3,2,11
12/03/2012,19:00,Division 1,St. Matthias B,Shoreham Snooker Club,,,0,5,11
19/03/2012,19:00,Division 1,Castle Snooker Club A,St. Matthias B,,,3,2,11
19/03/2012,19:00,Division 1,Castle Snooker Club H,Castle Snooker Club B,,,2,3,11
19/03/2012,19:00,Division 1,Shoreham Snooker Club,Moulsecoomb Club A,,,2,3,11
19/03/2012,19:00,Division 1,St. Matthias A,National Association of Railway Clubs A,,,5,0,11
26/03/2012,19:00,Division 1,Castle Snooker Club B,National Association of Railway Clubs A,,,3,2,11
26/03/2012,19:00,Division 1,Moulsecoomb Club A,Castle Snooker Club A,,,2,3,11
26/03/2012,19:00,Division 1,Shoreham Snooker Club,St. Matthias A,,,3,2,11
26/03/2012,19:00,Division 1,St. Matthias B,Castle Snooker Club H,,,3,2,11
02/04/2012,19:00,Division 1,Castle Snooker Club A,Shoreham Snooker Club,,,5,0,11
02/04/2012,19:00,Division 1,Castle Snooker Club H,Moulsecoomb Club A,,,1,4,11
02/04/2012,19:00,Division 1,National Association of Railway Clubs A,St. Matthias B,,,1,4,11
02/04/2012,19:00,Division 1,St. Matthias A,Castle Snooker Club B,,,3,2,11
16/04/2012,19:00,Division 1,Castle Snooker Club A,St. Matthias A,,,5,0,11
16/04/2012,19:00,Division 1,Moulsecoomb Club A,National Association of Railway Clubs A,,,2,3,11
16/04/2012,19:00,Division 1,Shoreham Snooker Club,Castle Snooker Club H,,,2,3,11
16/04/2012,19:00,Division 1,St. Matthias B,Castle Snooker Club B,,,2,3,11
05/09/2011,19:00,Division 2,Castle Snooker Club C,Champion House B,,,1,4,11
05/09/2011,19:00,Division 2,Preston Club A,Brighton & Hove Golf Club,,,2,3,11
05/09/2011,19:00,Division 2,St. Matthias C,Annunciation Club A,,,4,1,11
12/09/2011,19:00,Division 2,Annunciation Club A,Castle Snooker Club C,,,3,2,11
12/09/2011,19:00,Division 2,Brighton & Hove Golf Club,Champion House A,,,2,3,11
12/09/2011,19:00,Division 2,Champion House B,Preston Club A,,,3,2,11
19/09/2011,19:00,Division 2,Champion House A,Champion House B,,,2,3,11
19/09/2011,19:00,Division 2,Preston Club A,Annunciation Club A,,,4,1,11
19/09/2011,19:00,Division 2,St. Matthias C,Castle Snooker Club C,,,2,3,11
26/09/2011,19:00,Division 2,Annunciation Club A,Champion House A,,,3,2,11
26/09/2011,19:00,Division 2,Brighton & Hove Golf Club,St. Matthias C,,,2,3,11
26/09/2011,19:00,Division 2,Castle Snooker Club C,Preston Club A,,,3,2,11
03/10/2011,19:00,Division 2,Brighton & Hove Golf Club,Champion House B,,,3,2,11
03/10/2011,19:00,Division 2,Champion House A,Castle Snooker Club C,,,4,1,11
03/10/2011,19:00,Division 2,St. Matthias C,Preston Club A,,,4,1,11
10/10/2011,19:00,Division 2,Annunciation Club A,Brighton & Hove Golf Club,,,2,3,11
10/10/2011,19:00,Division 2,Champion House B,St. Matthias C,,,2,3,11
10/10/2011,19:00,Division 2,Preston Club A,Champion House A,,,2,3,11
17/10/2011,19:00,Division 2,Brighton & Hove Golf Club,Castle Snooker Club C,,,3,2,11
17/10/2011,19:00,Division 2,Champion House B,Annunciation Club A,,,3,2,11
17/10/2011,19:00,Division 2,St. Matthias C,Champion House A,,,4,1,11
24/10/2011,19:00,Division 2,Annunciation Club A,St. Matthias C,,,3,2,11
24/10/2011,19:00,Division 2,Brighton & Hove Golf Club,Preston Club A,,,2,3,11
24/10/2011,19:00,Division 2,Champion House B,Castle Snooker Club C,,,1,4,11
31/10/2011,19:00,Division 2,Castle Snooker Club C,Annunciation Club A,,,4,1,11
31/10/2011,19:00,Division 2,Champion House A,Brighton & Hove Golf Club,,,2,3,11
31/10/2011,19:00,Division 2,Preston Club A,Champion House B,,,2,3,11
07/11/2011,19:00,Division 2,Annunciation Club A,Preston Club A,,,2,3,11
07/11/2011,19:00,Division 2,Castle Snooker Club C,St. Matthias C,,,2,3,11
07/11/2011,19:00,Division 2,Champion House B,Champion House A,,,3,2,11
14/11/2011,19:00,Division 2,Champion House A,Annunciation Club A,,,3,2,11
14/11/2011,19:00,Division 2,Preston Club A,Castle Snooker Club C,,,2,3,11
14/11/2011,19:00,Division 2,St. Matthias C,Brighton & Hove Golf Club,,,3,2,11
21/11/2011,19:00,Division 2,Castle Snooker Club C,Champion House A,,,3,2,11
21/11/2011,19:00,Division 2,Champion House B,Brighton & Hove Golf Club,,,4,1,11
21/11/2011,19:00,Division 2,Preston Club A,St. Matthias C,,,3,2,11
05/12/2011,19:00,Division 2,Brighton & Hove Golf Club,Annunciation Club A,,,3,2,11
05/12/2011,19:00,Division 2,Champion House A,Preston Club A,,,3,2,11
05/12/2011,19:00,Division 2,St. Matthias C,Champion House B,,,4,1,11
12/12/2011,19:00,Division 2,Annunciation Club A,Champion House B,,,2,3,11
12/12/2011,19:00,Division 2,Castle Snooker Club C,Brighton & Hove Golf Club,,,1,4,11
12/12/2011,19:00,Division 2,Champion House A,St. Matthias C,,,0,5,11
09/01/2012,19:00,Division 2,Castle Snooker Club C,Champion House B,,,4,1,11
09/01/2012,19:00,Division 2,Preston Club A,Brighton & Hove Golf Club,,,1,4,11
09/01/2012,19:00,Division 2,St. Matthias C,Annunciation Club A,,,4,1,11
16/01/2012,19:00,Division 2,Annunciation Club A,Castle Snooker Club C,,,1,4,11
16/01/2012,19:00,Division 2,Brighton & Hove Golf Club,Champion House A,,,4,1,11
16/01/2012,19:00,Division 2,Champion House B,Preston Club A,,,3,2,11
23/01/2012,19:00,Division 2,Champion House A,Champion House B,,,2,3,11
23/01/2012,19:00,Division 2,Preston Club A,Annunciation Club A,,,2,3,11
23/01/2012,19:00,Division 2,St. Matthias C,Castle Snooker Club C,,,2,3,11
30/01/2012,19:00,Division 2,Annunciation Club A,Champion House A,,,2,3,11
30/01/2012,19:00,Division 2,Brighton & Hove Golf Club,St. Matthias C,,,2,3,11
30/01/2012,19:00,Division 2,Castle Snooker Club C,Preston Club A,,,1,4,11
06/02/2012,19:00,Division 2,Brighton & Hove Golf Club,Champion House B,,,,,11
06/02/2012,19:00,Division 2,Champion House A,Castle Snooker Club C,,,1,4,11
06/02/2012,19:00,Division 2,St. Matthias C,Preston Club A,,,4,1,11
13/02/2012,19:00,Division 2,Annunciation Club A,Brighton & Hove Golf Club,,,2,3,11
13/02/2012,19:00,Division 2,Champion House B,St. Matthias C,,,1,4,11
13/02/2012,19:00,Division 2,Preston Club A,Champion House A,,,3,2,11
20/02/2012,19:00,Division 2,Brighton & Hove Golf Club,Castle Snooker Club C,,,0,5,11
20/02/2012,19:00,Division 2,Champion House B,Annunciation Club A,,,2,3,11
20/02/2012,19:00,Division 2,St. Matthias C,Champion House A,,,3,2,11
27/02/2012,19:00,Division 2,Annunciation Club A,St. Matthias C,,,2,3,11
27/02/2012,19:00,Division 2,Brighton & Hove Golf Club,Preston Club A,,,4,1,11
27/02/2012,19:00,Division 2,Champion House B,Castle Snooker Club C,,,1,4,11
05/03/2012,19:00,Division 2,Castle Snooker Club C,Annunciation Club A,,,4,1,11
05/03/2012,19:00,Division 2,Champion House A,Brighton & Hove Golf Club,,,4,1,11
05/03/2012,19:00,Division 2,Preston Club A,Champion House B,,,2,3,11
12/03/2012,19:00,Division 2,Annunciation Club A,Preston Club A,,,3,2,11
12/03/2012,19:00,Division 2,Castle Snooker Club C,St. Matthias C,,,2,3,11
12/03/2012,19:00,Division 2,Champion House B,Champion House A,,,3,2,11
19/03/2012,19:00,Division 2,Champion House A,Annunciation Club A,,,4,1,11
19/03/2012,19:00,Division 2,Preston Club A,Castle Snooker Club C,,,2,3,11
19/03/2012,19:00,Division 2,St. Matthias C,Brighton & Hove Golf Club,,,3,2,11
26/03/2012,19:00,Division 2,Castle Snooker Club C,Champion House A,,,3,2,11
26/03/2012,19:00,Division 2,Champion House B,Brighton & Hove Golf Club,,,,,11
26/03/2012,19:00,Division 2,Preston Club A,St. Matthias C,,,,,11
02/04/2012,19:00,Division 2,Brighton & Hove Golf Club,Annunciation Club A,,,3,2,11
02/04/2012,19:00,Division 2,Champion House A,Preston Club A,,,1,4,11
02/04/2012,19:00,Division 2,St. Matthias C,Champion House B,,,4,1,11
16/04/2012,19:00,Division 2,Annunciation Club A,Champion House B,,,3,2,11
16/04/2012,19:00,Division 2,Castle Snooker Club C,Brighton & Hove Golf Club,,,3,2,11
16/04/2012,19:00,Division 2,Champion House A,St. Matthias C,,,3,2,11
05/09/2011,19:00,Division 3,Annunciation Club B,Castle Snooker Club E,,,3,2,11
05/09/2011,19:00,Division 3,Champion House C,Moulsecoomb Club B,,,3,2,11
05/09/2011,19:00,Division 3,Southwick Sports B,Hove Deep Sea Anglers A,,,,,11
12/09/2011,19:00,Division 3,Castle Snooker Club E,Southwick Sports B,,,5,0,11
12/09/2011,19:00,Division 3,Hove Deep Sea Anglers A,Goldstone Ex-Services Club A,,,0,5,11
12/09/2011,19:00,Division 3,Moulsecoomb Club B,Annunciation Club B,,,1,4,11
19/09/2011,19:00,Division 3,Annunciation Club B,Southwick Sports B,,,5,0,11
19/09/2011,19:00,Division 3,Champion House C,Hove Deep Sea Anglers A,,,2,3,11
19/09/2011,19:00,Division 3,Goldstone Ex-Services Club A,Castle Snooker Club E,,,2,3,11
26/09/2011,19:00,Division 3,Castle Snooker Club E,Champion House C,,,3,2,11
26/09/2011,19:00,Division 3,Hove Deep Sea Anglers A,Moulsecoomb Club B,,,3,2,11
26/09/2011,19:00,Division 3,Southwick Sports B,Goldstone Ex-Services Club A,,,1,4,11
03/10/2011,19:00,Division 3,Annunciation Club B,Goldstone Ex-Services Club A,,,3,2,11
03/10/2011,19:00,Division 3,Champion House C,Southwick Sports B,,,3,2,11
03/10/2011,19:00,Division 3,Moulsecoomb Club B,Castle Snooker Club E,,,4,1,11
10/10/2011,19:00,Division 3,Goldstone Ex-Services Club A,Champion House C,,,2,3,11
10/10/2011,19:00,Division 3,Hove Deep Sea Anglers A,Annunciation Club B,,,4,1,11
10/10/2011,19:00,Division 3,Southwick Sports B,Moulsecoomb Club B,,,1,4,11
17/10/2011,19:00,Division 3,Annunciation Club B,Champion House C,,,3,2,11
17/10/2011,19:00,Division 3,Hove Deep Sea Anglers A,Castle Snooker Club E,,,1,4,11
17/10/2011,19:00,Division 3,Moulsecoomb Club B,Goldstone Ex-Services Club A,,,2,3,11
24/10/2011,19:00,Division 3,Castle Snooker Club E,Annunciation Club B,,,3,2,11
24/10/2011,19:00,Division 3,Hove Deep Sea Anglers A,Southwick Sports B,,,1,4,11
24/10/2011,19:00,Division 3,Moulsecoomb Club B,Champion House C,,,2,3,11
31/10/2011,19:00,Division 3,Annunciation Club B,Moulsecoomb Club B,,,2,3,11
31/10/2011,19:00,Division 3,Goldstone Ex-Services Club A,Hove Deep Sea Anglers A,,,3,2,11
31/10/2011,19:00,Division 3,Southwick Sports B,Castle Snooker Club E,,,2,3,11
07/11/2011,19:00,Division 3,Castle Snooker Club E,Goldstone Ex-Services Club A,,,4,1,11
07/11/2011,19:00,Division 3,Hove Deep Sea Anglers A,Champion House C,,,2,3,11
07/11/2011,19:00,Division 3,Southwick Sports B,Annunciation Club B,,,2,3,11
14/11/2011,19:00,Division 3,Champion House C,Castle Snooker Club E,,,3,2,11
14/11/2011,19:00,Division 3,Goldstone Ex-Services Club A,Southwick Sports B,,,4,1,11
14/11/2011,19:00,Division 3,Moulsecoomb Club B,Hove Deep Sea Anglers A,,,2,3,11
21/11/2011,19:00,Division 3,Castle Snooker Club E,Moulsecoomb Club B,,,5,0,11
21/11/2011,19:00,Division 3,Goldstone Ex-Services Club A,Annunciation Club B,,,2,3,11
21/11/2011,19:00,Division 3,Southwick Sports B,Champion House C,,,4,1,11
05/12/2011,19:00,Division 3,Annunciation Club B,Hove Deep Sea Anglers A,,,3,2,11
05/12/2011,19:00,Division 3,Champion House C,Goldstone Ex-Services Club A,,,1,4,11
05/12/2011,19:00,Division 3,Moulsecoomb Club B,Southwick Sports B,,,2,3,11
12/12/2011,19:00,Division 3,Castle Snooker Club E,Hove Deep Sea Anglers A,,,3,2,11
12/12/2011,19:00,Division 3,Champion House C,Annunciation Club B,,,3,2,11
12/12/2011,19:00,Division 3,Goldstone Ex-Services Club A,Moulsecoomb Club B,,,3,2,11
09/01/2012,19:00,Division 3,Annunciation Club B,Castle Snooker Club E,,,3,2,11
09/01/2012,19:00,Division 3,Champion House C,Moulsecoomb Club B,,,4,1,11
09/01/2012,19:00,Division 3,Southwick Sports B,Hove Deep Sea Anglers A,,,2,3,11
16/01/2012,19:00,Division 3,Castle Snooker Club E,Southwick Sports B,,,2,3,11
16/01/2012,19:00,Division 3,Hove Deep Sea Anglers A,Goldstone Ex-Services Club A,,,3,2,11
16/01/2012,19:00,Division 3,Moulsecoomb Club B,Annunciation Club B,,,2,3,11
23/01/2012,19:00,Division 3,Annunciation Club B,Southwick Sports B,,,2,3,11
23/01/2012,19:00,Division 3,Champion House C,Hove Deep Sea Anglers A,,,2,3,11
23/01/2012,19:00,Division 3,Goldstone Ex-Services Club A,Castle Snooker Club E,,,1,4,11
30/01/2012,19:00,Division 3,Castle Snooker Club E,Champion House C,,,3,2,11
30/01/2012,19:00,Division 3,Hove Deep Sea Anglers A,Moulsecoomb Club B,,,2,3,11
