fixture_date,season,division,home_team,away_team,home_sp,away_sp,url,home_op,away_op
2019-09-11,19,1,St. Matthias A,St. Matthias B,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/27130197.html,526,593
2015-01-07,14,1,Annunciation A,Champion House,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529612.html,548,496
2015-01-07,14,1,Moulsecoomb A,Moulsecoomb B,15,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529614.html,600,579
2014-11-26,14,1,Annunciation A,N.A.R.C.,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529607.html,543,536
2014-11-26,14,1,Champion House,Moulsecoomb B,12,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529608.html,525,524
2014-11-26,14,1,Moulsecoomb A,Annunciation B,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529606.html,585,531
2014-11-19,14,1,Annunciation B,Champion House,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529605.html,585,521
2014-11-19,14,1,Moulsecoomb B,Annunciation A,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529604.html,530,572
2014-11-19,14,1,N.A.R.C.,Moulsecoomb A,14,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529603.html,588,558
2014-11-12,14,1,Annunciation A,Annunciation B,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529602.html,554,534
2014-11-12,14,1,Moulsecoomb A,Champion House,11,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529600.html,510,466
2014-11-12,14,1,N.A.R.C.,Moulsecoomb B,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529601.html,548,593
2014-10-22,14,1,Annunciation B,N.A.R.C.,13,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529598.html,570,565
2014-10-22,14,1,Champion House,Annunciation A,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529597.html,533,573
2014-10-22,14,1,Moulsecoomb B,Moulsecoomb A,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529599.html,528,593
2014-10-15,14,1,Annunciation B,Moulsecoomb B,13,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529596.html,551,563
2014-10-15,14,1,Champion House,N.A.R.C.,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529594.html,512,598
2014-10-15,14,1,Moulsecoomb A,Annunciation A,9,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529595.html,505,600
2014-10-08,14,1,Annunciation B,Moulsecoomb A,13,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529591.html,537,520
2014-10-08,14,1,Moulsecoomb B,Champion House,10,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529593.html,501,556
2014-10-08,14,1,N.A.R.C.,Annunciation A,13,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529592.html,551,569
2014-09-24,14,1,Annunciation A,Moulsecoomb B,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529589.html,500,541
2014-09-24,14,1,Champion House,Annunciation B,10,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529590.html,422,541
2014-09-24,14,1,Moulsecoomb A,N.A.R.C.,10,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529588.html,530,600
2014-09-17,14,1,Annunciation B,Annunciation A,10,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529587.html,474,600
2014-09-17,14,1,Champion House,Moulsecoomb A,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529585.html,578,557
2014-09-17,14,1,Moulsecoomb B,N.A.R.C.,9,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529586.html,450,600
2014-09-10,14,1,Annunciation A,Champion House,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529582.html,553,499
2014-09-10,14,1,Moulsecoomb A,Moulsecoomb B,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529584.html,568,538
2014-09-10,14,1,N.A.R.C.,Annunciation B,13,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18529583.html,530,556
2016-04-06,15,1,Annunciation B,St. Mathias,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799024.html,558,510
2016-04-06,15,1,Champion House,Moulsecoomb B,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799023.html,559,550
2016-03-30,15,1,Annunciation A,St. Mathias,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799021.html,545,537
2016-03-30,15,1,Moulsecoomb B,Moulsecoomb A,13,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799022.html,593,588
2016-03-23,15,1,Annunciation B,Moulsecoomb B,11,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799020.html,495,513
2016-03-23,15,1,Champion House,Annunciation A,8,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799019.html,434,600
2016-03-23,15,1,Moulsecoomb A,St. Mathias,13,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798996.html,569,565
2016-03-16,15,1,Champion House,Moulsecoomb A,12,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799017.html,516,507
2016-03-16,15,1,Moulsecoomb B,St. Mathias,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799018.html,579,548
2016-03-09,15,1,Annunciation B,Champion House,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799016.html,584,491
2016-03-09,15,1,Moulsecoomb A,Annunciation A,6,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799015.html,462,600
2016-03-02,15,1,Annunciation A,Moulsecoomb B,15,9,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799012.html,600,482
2016-03-02,15,1,Champion House,St. Mathias,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799014.html,576,548
2016-03-02,15,1,Moulsecoomb A,Annunciation B,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799013.html,582,592
2016-02-24,15,1,Annunciation B,Annunciation A,7,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799010.html,380,600
2016-02-24,15,1,St. Mathias,Moulsecoomb A,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799011.html,513,579
2016-02-17,15,1,Moulsecoomb B,Champion House,14,9,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799008.html,584,412
2016-02-17,15,1,St. Mathias,Annunciation B,9,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799009.html,431,600
2016-02-10,15,1,Moulsecoomb A,Moulsecoomb B,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799007.html,574,547
2016-02-10,15,1,St. Mathias,Annunciation A,10,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799006.html,490,582
2016-02-03,15,1,Annunciation A,Champion House,14,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799004.html,587,472
2016-02-03,15,1,Moulsecoomb B,Annunciation B,9,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799005.html,509,559
2016-01-27,15,1,Moulsecoomb A,Champion House,8,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799002.html,494,600
2016-01-27,15,1,St. Mathias,Moulsecoomb B,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799003.html,580,556
2016-01-20,15,1,Annunciation A,Moulsecoomb A,14,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799000.html,575,532
2016-01-20,15,1,Champion House,Annunciation B,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799001.html,491,596
2016-01-13,15,1,Annunciation B,Moulsecoomb A,14,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798998.html,576,590
2016-01-13,15,1,Moulsecoomb B,Annunciation A,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798997.html,552,593
2016-01-13,15,1,St. Mathias,Champion House,14,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798999.html,593,583
2016-01-06,15,1,Annunciation A,Annunciation B,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798995.html,514,507
2015-12-16,15,1,Annunciation B,St. Mathias,15,7,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798994.html,600,384
2015-12-16,15,1,Champion House,Moulsecoomb B,14,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798993.html,586,509
2015-12-09,15,1,Annunciation A,St. Mathias,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798991.html,589,547
2015-12-09,15,1,Moulsecoomb B,Moulsecoomb A,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798992.html,539,528
2015-12-02,15,1,Annunciation B,Moulsecoomb B,10,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798990.html,482,540
2015-12-02,15,1,Champion House,Annunciation A,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798989.html,513,505
2015-11-25,15,1,Champion House,Moulsecoomb A,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798987.html,522,592
2015-11-25,15,1,Moulsecoomb B,St. Mathias,14,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798988.html,587,520
2015-11-18,15,1,Annunciation B,Champion House,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798986.html,523,527
2015-11-18,15,1,Moulsecoomb A,Annunciation A,10,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798985.html,552,596
2015-11-11,15,1,Annunciation A,Moulsecoomb B,10,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798982.html,481,519
2015-11-11,15,1,Champion House,St. Mathias,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798984.html,595,532
2015-11-11,15,1,Moulsecoomb A,Annunciation B,7,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798983.html,473,600
2015-11-04,15,1,Annunciation B,Annunciation A,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798980.html,549,518
2015-11-04,15,1,St. Mathias,Moulsecoomb A,14,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798981.html,570,590
2015-10-28,15,1,Moulsecoomb B,Champion House,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798978.html,558,558
2015-10-28,15,1,St. Mathias,Annunciation B,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798979.html,534,598
2015-10-21,15,1,Moulsecoomb A,Moulsecoomb B,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798977.html,529,544
2015-10-21,15,1,St. Mathias,Annunciation A,7,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798976.html,429,600
2015-10-14,15,1,Annunciation A,Champion House,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798974.html,555,447
2015-10-14,15,1,Moulsecoomb B,Annunciation B,11,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798975.html,534,600
2015-10-07,15,1,Moulsecoomb A,Champion House,11,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798972.html,514,534
2015-10-07,15,1,St. Mathias,Moulsecoomb B,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18798973.html,511,592
2015-09-30,15,1,Annunciation A,Moulsecoomb A,15,7,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799025.html,600,452
2015-09-30,15,1,Champion House,Annunciation B,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18799026.html,543,534
2015-09-23,15,1,Annunciation B,Moulsecoomb A,12,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18783970.html,543,513
2015-09-23,15,1,Moulsecoomb B,Annunciation A,13,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18783969.html,568,556
2015-09-23,15,1,St. Mathias,Champion House,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18783971.html,511,586
2015-09-16,15,1,Annunciation A,Annunciation B,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18729501.html,591,524
2015-09-16,15,1,Moulsecoomb A,St. Mathias,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/18729502.html,579,541
2017-04-12,16,1,Annunciation,Champion House,15,9,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350372.html,600,450
2017-04-12,16,1,Moulsecoomb B,St. Matthias B,8,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350374.html,484,600
2017-04-12,16,1,St. Matthias A,Moulsecoomb A,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350373.html,562,525
2017-03-29,16,1,Champion House,Moulsecoomb B,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350371.html,516,560
2017-03-29,16,1,Moulsecoomb A,St. Matthias B,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350369.html,559,582
2017-03-29,16,1,St. Matthias A,Annunciation,10,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350370.html,505,518
2017-03-15,16,1,Annunciation,Moulsecoomb A,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350366.html,535,575
2017-03-15,16,1,Moulsecoomb B,St. Matthias A,10,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350367.html,479,600
2017-03-15,16,1,St. Matthias B,Champion House,13,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350368.html,556,587
2017-03-08,16,1,Annunciation,Moulsecoomb B,14,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350364.html,592,569
2017-03-08,16,1,Moulsecoomb A,Champion House,13,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350363.html,592,598
2017-03-08,16,1,St. Matthias A,St. Matthias B,11,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350365.html,537,506
2017-02-15,16,1,Champion House,St. Matthias A,13,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350360.html,549,506
2017-02-15,16,1,Moulsecoomb B,Moulsecoomb A,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350362.html,547,573
2017-02-15,16,1,St. Matthias B,Annunciation,12,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350361.html,520,453
2017-02-08,16,1,Champion House,Annunciation,10,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350357.html,481,598
2017-02-08,16,1,Moulsecoomb A,St. Matthias A,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350358.html,570,569
2017-02-08,16,1,St. Matthias B,Moulsecoomb B,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350359.html,564,554
2017-02-01,16,1,Annunciation,St. Matthias A,12,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350355.html,538,527
2017-02-01,16,1,Moulsecoomb B,Champion House,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350356.html,572,507
2017-02-01,16,1,St. Matthias B,Moulsecoomb A,15,9,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350354.html,600,552
2017-01-18,16,1,Champion House,St. Matthias B,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350353.html,575,533
2017-01-18,16,1,Moulsecoomb A,Annunciation,9,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350351.html,485,600
2017-01-18,16,1,St. Matthias A,Moulsecoomb B,11,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350352.html,539,544
2017-01-11,16,1,Champion House,Moulsecoomb A,13,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350348.html,564,509
2017-01-11,16,1,Moulsecoomb B,Annunciation,9,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350349.html,474,547
2017-01-11,16,1,St. Matthias B,St. Matthias A,8,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350350.html,406,600
2017-01-04,16,1,Annunciation,St. Matthias B,14,8,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350346.html,581,363
2017-01-04,16,1,Moulsecoomb A,Moulsecoomb B,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350347.html,583,534
2017-01-04,16,1,St. Matthias A,Champion House,14,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350345.html,592,562
2016-12-14,16,1,Annunciation,Champion House,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350342.html,544,477
2016-12-14,16,1,Moulsecoomb B,St. Matthias B,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350344.html,555,586
2016-12-14,16,1,St. Matthias A,Moulsecoomb A,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350343.html,555,566
2016-11-23,16,1,Champion House,Moulsecoomb B,14,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350341.html,588,578
2016-11-23,16,1,Moulsecoomb A,St. Matthias B,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350339.html,595,549
2016-11-23,16,1,St. Matthias A,Annunciation,8,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350340.html,431,553
2016-11-16,16,1,Annunciation,Moulsecoomb A,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350336.html,535,572
2016-11-16,16,1,Moulsecoomb B,St. Matthias A,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350337.html,583,558
2016-11-16,16,1,St. Matthias B,Champion House,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350338.html,544,512
2016-11-09,16,1,Annunciation,Moulsecoomb B,15,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350334.html,600,573
2016-11-09,16,1,Moulsecoomb A,Champion House,15,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350333.html,600,495
2016-11-09,16,1,St. Matthias A,St. Matthias B,10,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350335.html,483,600
2016-10-26,16,1,Champion House,St. Matthias A,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350330.html,526,569
2016-10-26,16,1,Moulsecoomb B,Moulsecoomb A,13,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350332.html,583,597
2016-10-26,16,1,St. Matthias B,Annunciation,15,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350331.html,600,443
2016-10-19,16,1,Champion House,Annunciation,13,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350327.html,563,533
2016-10-19,16,1,Moulsecoomb A,St. Matthias A,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350328.html,569,584
2016-10-19,16,1,St. Matthias B,Moulsecoomb B,12,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350329.html,523,531
2016-10-12,16,1,Annunciation,St. Matthias A,10,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350325.html,488,600
2016-10-12,16,1,Moulsecoomb B,Champion House,15,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350326.html,600,527
2016-10-12,16,1,St. Matthias B,Moulsecoomb A,15,9,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350324.html,600,508
2016-09-28,16,1,Champion House,St. Matthias B,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350323.html,523,594
2016-09-28,16,1,Moulsecoomb A,Annunciation,14,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350321.html,597,496
2016-09-28,16,1,St. Matthias A,Moulsecoomb B,13,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20350322.html,582,599
2016-09-21,16,1,Champion House,Moulsecoomb A,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20278422.html,555,572
2016-09-21,16,1,Moulsecoomb B,Annunciation,11,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20278339.html,546,491
2016-09-21,16,1,St. Matthias B,St. Matthias A,11,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20278340.html,549,600
2016-09-14,16,1,Annunciation,St. Matthias B,13,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20278334.html,548,499
2016-09-14,16,1,Moulsecoomb A,Moulsecoomb B,11,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20278335.html,569,548
2016-09-14,16,1,St. Matthias A,Champion House,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/20278336.html,573,545
2018-04-04,17,1,Annunciation,Champion House,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649523.html,511,551
2018-04-04,17,1,Moulsecoomb A,St. Mathias,11,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649524.html,562,600
2018-03-28,17,1,Moulsecoomb A,Annunciation,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649522.html,548,575
2018-03-28,17,1,St. Mathias,Moulsecoomb B,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649521.html,596,547
2018-03-14,17,1,Annunciation,St. Mathias,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649519.html,533,488
2018-03-14,17,1,Moulsecoomb B,Champion House,11,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649520.html,536,572
2018-03-07,17,1,Moulsecoomb A,Moulsecoomb B,13,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649518.html,588,579
2018-03-07,17,1,St. Mathias,Champion House,13,9,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649517.html,550,366
2018-02-21,17,1,Champion House,Moulsecoomb A,14,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649515.html,575,587
2018-02-21,17,1,Moulsecoomb B,Annunciation,13,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649516.html,573,574
2018-02-14,17,1,Champion House,Annunciation,11,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649513.html,538,600
2018-02-14,17,1,St. Mathias,Moulsecoomb A,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649514.html,597,565
2018-01-31,17,1,Annunciation,Moulsecoomb A,13,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649512.html,582,567
2018-01-31,17,1,Moulsecoomb B,St. Mathias,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649511.html,573,550
2018-01-24,17,1,Champion House,Moulsecoomb B,12,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649510.html,499,560
2018-01-24,17,1,St. Mathias,Annunciation,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649509.html,536,535
2018-01-10,17,1,Champion House,St. Mathias,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649507.html,551,484
2018-01-10,17,1,Moulsecoomb B,Moulsecoomb A,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649508.html,527,591
2018-01-03,17,1,Annunciation,Moulsecoomb B,15,7,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649506.html,600,376
2018-01-03,17,1,Moulsecoomb A,Champion House,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649505.html,582,520
2017-12-13,17,1,Annunciation,Champion House,13,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649503.html,548,553
2017-12-13,17,1,Moulsecoomb A,St. Mathias,5,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649504.html,441,600
2017-12-06,17,1,Moulsecoomb A,Annunciation,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649502.html,541,472
2017-12-06,17,1,St. Mathias,Moulsecoomb B,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649501.html,576,560
2017-11-22,17,1,Annunciation,St. Mathias,12,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649499.html,511,580
2017-11-22,17,1,Moulsecoomb B,Champion House,10,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649500.html,477,518
2017-11-15,17,1,Moulsecoomb A,Moulsecoomb B,13,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649498.html,578,583
2017-11-15,17,1,St. Mathias,Champion House,15,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649497.html,600,505
2017-11-01,17,1,Champion House,Moulsecoomb A,14,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649495.html,590,555
2017-11-01,17,1,Moulsecoomb B,Annunciation,10,15,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649496.html,530,600
2017-10-25,17,1,Champion House,Annunciation,9,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649493.html,422,595
2017-10-25,17,1,St. Mathias,Moulsecoomb A,14,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649494.html,597,510
2017-10-11,17,1,Annunciation,Moulsecoomb A,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649492.html,593,540
2017-10-11,17,1,Moulsecoomb B,St. Mathias,14,12,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649491.html,598,514
2017-10-04,17,1,Champion House,Moulsecoomb B,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649490.html,521,581
2017-10-04,17,1,St. Mathias,Annunciation,14,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649489.html,596,493
2017-09-20,17,1,Champion House,St. Mathias,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649487.html,522,541
2017-09-20,17,1,Moulsecoomb B,Moulsecoomb A,15,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649488.html,600,549
2017-09-13,17,1,Annunciation,Moulsecoomb B,15,9,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649486.html,600,503
2017-09-13,17,1,Moulsecoomb A,Champion House,10,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/22649485.html,498,590
2019-04-17,18,1,Annunciation,Champion House,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979869.html,547,519
2019-04-17,18,1,Moulsecoomb A,St. Matthias A,13,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979870.html,575,536
2019-04-17,18,1,St. Matthias B,Moulsecoomb B,11,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979871.html,498,551
2019-04-03,18,1,Champion House,St. Matthias B,11,14,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979868.html,485,586
2019-04-03,18,1,Moulsecoomb A,Annunciation,12,13,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979867.html,541,526
2019-04-03,18,1,St. Matthias A,Moulsecoomb B,15,10,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979866.html,600,526
2019-03-20,18,1,Annunciation,St. Matthias A,11,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979863.html,477,541
2019-03-20,18,1,Moulsecoomb B,Champion House,14,11,http://brightonhovedistrictbilliards.leaguerepublic.com/l/match/24979865.html,592,510
